,Set,NGenes,Direction,PValue,FDR
1,REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,57,Down,0.083529940795197,0.302370054406966
2,WP_LUNG_FIBROSIS,35,Up,0.157303526266805,0.302370054406966
3,WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS,8,Up,0.18142203264418,0.302370054406966
4,pulmonary_fibrosis_ctd,56,Up,0.387371610255275,0.484214512819094
5,fibrosis_transcriptional_signature,19,Down,0.991554522725481,0.991554522725481
