Set,NGenes,Direction,PValue,FDR,DEG.GENES
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,57,Up,0.0835282660064897,0.302370509624874,""
WP_LUNG_FIBROSIS,35,Down,0.157304607225178,0.302370509624874,""
WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS,8,Down,0.181422305774924,0.302370509624874,""
pulmonary_fibrosis_ctd,56,Down,0.38737469900553,0.484218373756912,""
fibrosis_transcriptional_signature,19,Up,0.993366218424295,0.993366218424295,""
