Set,NGenes,Direction,PValue,FDR,DEG.GENES
pulmonary_fibrosis_ctd,56,Down,0.00123448881126871,0.00389008858087435,CCR2
WP_LUNG_FIBROSIS,35,Down,0.00155603543234974,0.00389008858087435,CCR2
fibrosis_transcriptional_signature,16,Down,0.00524656711426321,0.00874427852377201,""
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,57,Down,0.272280971641564,0.340351214551955,""
WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS,8,Down,0.956954061717975,0.956954061717975,""
