,Symbol,logFC,AveExpr,t,P.Value,adj.P.Val
1,CCL18,3.61414327291499,0.770040874594281,132.459736053709,0,0
2,APOC1,0.851686969105755,5.06805338429118,26.2564164237223,6.19048184692436e-152,3.36659037775236e-148
3,GCHFR,0.954519100300723,1.41939435811692,24.3549374519032,4.37475123379105e-131,1.78435165948253e-127
4,TFRC,0.879394403617205,1.62943659394747,20.3396865511683,3.71307119844047e-92,1.00964594337594e-88
5,APOE,0.894654579490131,3.01349317746045,20.1734285904331,1.07715246065049e-90,2.5105346279304e-87
6,FN1,0.994751644232269,1.73471067603133,19.9648949385022,7.07795266815001e-89,1.44345997226084e-85
7,SCD,0.739645828734823,0.820475509865976,13.001597384633,6.2579800687196e-39,1.13443272023511e-35
8,C1QB,0.678728532422526,4.04033103275794,12.1654458131434,2.45514969581404e-34,4.00557672872061e-31
9,FTL,0.540990307789557,7.83787108559958,5.38205615157932,3.68697702733049e-08,5.46845729099064e-05
10,MSR1,0.573432605464034,1.89426573920822,4.37404428021507,6.102000264271e-06,0.00829617785929845
11,NUPR1,0.580431536465043,0.680019730554082,3.99917501942854,3.17956188070738e-05,0.0399035016028776
12,RBP4,0.542632350658034,-0.0303201089624312,2.2989765899148,0.0107537541520059,1
13,LIPA,0.51849814996486,0.0494987762095209,1.10595104283009,0.134374658917299,1
14,C1QC,0.504349874990273,2.25015202785467,0.265608489278836,0.39527053887248,1
15,SERPING1,0.494651448055571,1.15653043137453,0,0.62156258772645,1
16,CD9,0.484243349103921,1.28314472793543,0,0.813757652467971,1
17,CSTB,0.472773224382632,3.04463057914908,0,0.985013668637746,1
18,TXN,0.45405480517232,1.97793578788511,0,0.999007022528823,1
19,ACP5,0.455720016183788,2.19931549965832,0,0.999302675952691,1
20,MARCO,0.446531464298777,3.20669457711327,0,0.99997031538622,1
21,ABCG1,0.42167784748186,0.532180289453917,0,0.99999756961671,1
22,PRDX1,0.427357197477891,2.24521485376564,0,0.999999918887913,1
23,RMDN3,0.397287364788511,-0.428451379522252,0,0.999999999994284,1
24,GPNMB,0.378672104919017,1.38850858544369,0,0.999999999999935,1
25,CTSL,0.361583152075572,1.04568639977307,0,0.999999999999993,1
26,FABP4,0.348174089619576,3.53360462949584,0,0.999999999999999,1
27,A1BG,0.00960662501355094,-1.32810205461685,0,1,1
28,A2M,0.0605129514728689,-1.41877027167077,0,1,1
29,A2ML1,2.77124862997288e-04,-1.58077252184473,0,1,1
30,AAR2,0.00139107779072699,-1.47263670278357,0,1,1
31,AARD,4.63945959460408e-05,-1.58175236298772,0,1,1
32,AARSD1,0.00748323449092518,-1.44643092004498,0,1,1
33,AATBC,0.00434135303867315,-1.50355795093698,0,1,1
34,ABCA1,0.171019416401886,-1.10448180971789,0,1,1
35,ABCA3,0.0038545484622978,-1.56904068064019,0,1,1
36,ABCB5,0.00456193646801926,-1.57879570769635,0,1,1
37,ABCB7,0.00658125613614004,-1.4119861314039,0,1,1
38,ABCC3,0.0486652513042758,-1.03654296556929,0,1,1
39,ABCC5-AS1,1.85872278653968e-05,-1.58164888300415,0,1,1
40,ABCD1,0.0327322071826519,-1.41404039777069,0,1,1
41,ABCF2,0.0134397496667398,-1.42317664621658,0,1,1
42,ABCG2,0.10685301692746,-1.2171574781886,0,1,1
43,ABCG8,4.03015186395636e-04,-1.58130058398516,0,1,1
44,ABHD11,0.00137126112420856,-1.45275740917646,0,1,1
45,ABHD12,0.0740632184767556,-1.03525579067017,0,1,1
46,ABHD14A,0.046602875824561,-1.31862784621941,0,1,1
47,ABHD14A-ACY1,5.7169146650511e-04,-1.58100515817515,0,1,1
48,ABHD14B,0.0356017962796547,-1.19883682407942,0,1,1
49,ABHD15,0.0126399334377638,-1.37612995161661,0,1,1
50,ABHD15-AS1,5.33467117719647e-04,-1.58119948126708,0,1,1
51,ABHD16A,0.0206728642699267,-1.1881373644419,0,1,1
52,ABHD17A,0.0227097269186358,-1.00618960439416,0,1,1
53,ABHD3,0.00709207627641519,-1.27525856167752,0,1,1
54,ABHD5,0.0451082555947042,0.069999408062181,0,1,1
55,ABHD6,0.0115354094238497,-1.48091443472985,0,1,1
56,ABHD8,3.44952993853411e-04,-1.37197452555499,0,1,1
57,ABI3,0.0435614298663094,-1.38491157190593,0,1,1
58,ABRACL,0.106953009372045,-0.185115377277395,0,1,1
59,ABRAXAS2,0.0046480176839941,-1.33741880039216,0,1,1
60,ACAA1,0.045159602605136,-0.79475579685057,0,1,1
61,ACAA2,0.059407312396774,-0.69591417354866,0,1,1
62,ACACB,0.00436436889848993,-1.46725452502265,0,1,1
63,ACAD10,3.76532652101964e-05,-1.49748326399113,0,1,1
64,ACADS,0.0188622693657791,-1.27148140616843,0,1,1
65,ACADSB,0.00352448504092656,-1.47390612772439,0,1,1
66,ACAP2,0.0140478273046471,-0.0363222726129636,0,1,1
67,ACAT1,0.0103037948984875,-0.858662072848968,0,1,1
68,ACBD3,0.0225423447563327,-0.894520219591842,0,1,1
69,ACBD6,0.00241638379795333,-1.35760589355151,0,1,1
70,ACCS,0.0011268231869267,-1.52192257319069,0,1,1
71,ACE,0.105942958739591,-0.99421386256895,0,1,1
72,ACER3,0.0787769144472658,-0.251142388160871,0,1,1
73,ACKR2,7.25708731793609e-04,-1.5814235456614,0,1,1
74,ACLY,0.00859461622361151,-1.07904695354208,0,1,1
75,ACO1,0.135224979785643,-0.304952882139907,0,1,1
76,ACO2,0.0302132957523389,-1.12341684902429,0,1,1
77,ACOT1,0.00341067918196176,-1.56086370594226,0,1,1
78,ACOT13,0.0343736296726379,-1.05352512091818,0,1,1
79,ACOT2,0.0210392170169313,-1.40712220410672,0,1,1
80,ACOT4,0.0438382513865543,-1.26654101323543,0,1,1
81,ACOT7,0.0934565533811453,-0.849131768578273,0,1,1
82,ACOT8,0.00194290265684113,-1.40640854154475,0,1,1
83,ACOX1,0.0510741751097879,-0.883282893009524,0,1,1
84,ACP1,0.00439727554252335,-0.986181922992824,0,1,1
85,ACP2,0.171690545230416,-1.11956459711475,0,1,1
86,ACSF2,0.0144242807296037,-1.38887126525384,0,1,1
87,ACSL1,0.0672636904451069,-0.883832090814561,0,1,1
88,ACSL5,0.00136548691427567,-1.3735489077446,0,1,1
89,ACSM5,0.00111762164249894,-1.57654448374741,0,1,1
90,ACSM6,1.68471942381634e-05,-1.58090403786823,0,1,1
91,ACSS1,0.00494786898452895,-1.45819192697413,0,1,1
92,ACSS2,0.0236448326184162,-1.34634483682043,0,1,1
93,ACTA2,0.00530661629377256,-1.49048551562122,0,1,1
94,ACTB,0.051860426251434,4.95315739122346,0,1,1
95,ACTG1,0.0334314093916961,2.86852584299768,0,1,1
96,ACTL10,0.0022876461177073,-1.56962715977322,0,1,1
97,ACTN1,0.106553700485111,0.0790062246194123,0,1,1
98,ACTR10,0.004916731173564,-1.06102682770031,0,1,1
99,ACTR1B,5.32059920850694e-04,-1.38918261923034,0,1,1
100,ACTR3C,0.00335869361504611,-1.55372009448674,0,1,1
