,logFC,logCPM,LR,PValue,FDR
PADI2,-4.36081975076066,3.40087383967152,33.5137845537507,7.07607137740589e-09,7.79995347931452e-05
LINC00685,-1.41447392293666,3.63707337789282,31.5935914287718,1.90055758421675e-08,0.000104749231254106
NID1,1.75535121327258,1.97865008576922,24.4972036282529,7.44177643494375e-07,0.00273435672141283
LILRB2,-0.720726190197481,4.58143698101331,23.0476758616728,1.58033430727745e-06,0.00435500626727982
CCDC122,2.05275593758192,1.56335821752242,22.042875934216,2.66627429720168e-06,0.00443483232559038
CDCA7L,-1.22291340392709,4.51134575507971,21.8910215190459,2.88580980524482e-06,0.00443483232559038
DEFB1,2.80920986148382,5.94421072673961,21.7711262220175,3.07188505106265e-06,0.00443483232559038
GTF2E1,0.914700380703047,3.88526108509547,21.6816209801301,3.21860279458614e-06,0.00443483232559038
WFDC2,-2.07017336130895,1.07894799580046,21.1056029457495,4.34655380511898e-06,0.00532356251042517
CTSK,-2.11358896003846,1.56998739958216,20.8867906954448,4.87243040990809e-06,0.00537088004084169
SPINDOC,-1.19416394597974,2.44014447874198,20.2357208155253,6.84625556566515e-06,0.00686057046366608
RBM11,1.77696300846365,2.51966164405648,19.4714347255942,1.02115422164894e-05,0.00938015248769691
TNNI2,0.697969530072484,7.01667180369293,18.3959165811936,1.79442116130442e-05,0.0143886280652843
MFGE8,1.47935950888824,3.07043880482931,18.3611551416251,1.82745888518535e-05,0.0143886280652843
SORBS1,-2.28106445909854,1.04197048535565,17.4252894496204,2.98823647370143e-05,0.0219595537664072
HLA-DQA2,-4.68268032045871,7.51388663816019,16.5954767262545,4.62612223898888e-05,0.0302787289059146
CD164,0.294440029086179,8.64974508666054,16.5777051665544,4.66967605371086e-05,0.0302787289059146
SH3BP5,-0.57088608014265,6.62961159216004,15.9969700883627,6.34439387373517e-05,0.0388523631501016
LPL,-0.629204343329148,8.61981323085029,15.8206887824148,6.96369048378461e-05,0.0404004001067146
BCR,1.18468356764774,2.41158178198787,15.4678387665345,8.3921104008828e-05,0.0462531164744656
BIRC7,3.07843368679228,1.82362499259159,15.0010018913866,0.000107454112962284,0.0542042030338732
S100A1,2.8410187864565,3.76471678978259,14.9593919210368,0.000109849905826872,0.0542042030338732
ZNF441,-1.16052315503658,2.22988570698056,14.8444704824954,0.000116749843500536,0.0542042030338732
TMEM123,0.434358827700156,6.98528567686518,14.8241112849456,0.00011801695299038,0.0542042030338732
GET1,-0.937710184607285,3.97622547327675,14.666605333819,0.000128299352829232,0.0565697506494649
ARPC1B,-0.202893614789225,9.97009403910377,14.5839452922725,0.000134051778926673,0.0568327984272582
FCN1,-2.71696071045403,3.57232942671176,14.3381187296111,0.000152740565278169,0.0601939362901118
SLC8B1,-0.751581365067427,3.82097159373858,14.336139486114,0.000152901226174647,0.0601939362901118
LILRB3,-0.584323753474929,6.37503916757831,14.1468818744393,0.000169077102454405,0.062339387255099
MT1E,1.43349437117637,2.30598726847775,14.1403876758847,0.00016966176337231,0.062339387255099
LINC01426,1.83167583553648,0.613081565508141,13.9517813667348,0.000187559842153417,0.0666926496792616
SEPTIN9,-0.644549421298169,6.43322738948818,13.373064112108,0.000255263973539132,0.0879304618850577
STARD7-AS1,-1.76131583283548,1.38669205651198,13.2317904978837,0.000275240762297684,0.0899715019830163
ERAP2,-2.25678395104298,5.87668774960706,13.2163774004586,0.000277513477948159,0.0899715019830163
SVIP,-1.09459796378934,3.24494540055713,12.9626133824101,0.00031777328896207,0.100080427549397
VMO1,-1.07379157117644,7.36534401488648,12.7751807295216,0.000351248679931061,0.105880775541416
ADAMTS1,3.0243024491028,3.34397306558155,12.7531962570555,0.000355401314980711,0.105880775541416
FABP3,1.51388736356945,3.73370523288865,12.5360840379322,0.0003991679668214,0.113016918475426
TSLP,2.48333915772374,1.31061673492656,12.5092338166367,0.000404945635964941,0.113016918475426
SLC2A4RG,0.587944991785396,4.02383869321998,12.4239720823058,0.000423857769550733,0.113016918475426
ZNF257,-1.93878324152574,0.879213588380318,12.4166760353422,0.000425516945356751,0.113016918475426
HLA-DRB5,-3.20713265560085,10.8617572259773,12.3944198704164,0.00043061875859275,0.113016918475426
BANK1,1.67042658679245,1.66982099599339,12.1614190089658,0.000487882448690683,0.119825614007847
YAE1,-1.30990488467924,2.51422810504365,12.1542566427388,0.000489759593390818,0.119825614007847
ANXA6,2.15897277058533,1.86896618726485,12.1014124253374,0.000503836430041505,0.119825614007847
MYL9,-2.09552941020913,0.946638137048394,12.0980073539316,0.000504757367746278,0.119825614007847
CD163,-0.727525819941706,8.3379052153226,12.0754040601396,0.000510913894436072,0.119825614007847
RBM6,-0.43818163668229,5.37796500659769,12.0258086327822,0.000524689304539829,0.120492712582136
PLA2G15,0.38941452460844,6.49063555515105,11.8567606435038,0.000574523927947298,0.127232414586472
EGFL7,0.945279220971037,2.85364116518004,11.8313572888549,0.000582415247049235,0.127232414586472
TMEM35B,-0.617341870996638,6.84988997495794,11.7759472197067,0.000600009732750999,0.127232414586472
NBPF14,-1.26372446393037,2.05169509087314,11.743108168482,0.000610689518686093,0.127232414586472
LINC00339,-1.06463625817084,3.61456738027512,11.7236596607154,0.000617104786717464,0.127232414586472
KRT79,1.1320783218119,2.53261982112311,11.702112763411,0.000624291733446368,0.127232414586472
ZNF77,-1.29328098992051,1.79923338377455,11.6709534107204,0.000634834691305085,0.127232414586472
AQP3,0.706250458733042,7.51097142257761,11.5718868789275,0.000669564398959617,0.128497549679955
SIRPB1,0.765256757304426,6.70037324129631,11.5557861871753,0.000675387439763173,0.128497549679955
