Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
WP_LUNG_FIBROSIS,50,1,0.0436249686771436,0.135567161788164,PTX3,1,19,0.0526315789473684
pulmonary_fibrosis_ctd,85,1,0.0730829317334448,0.135567161788164,PTX3,1,19,0.0526315789473684
fibrosis_transcriptional_signature,95,1,0.0813402970728984,0.135567161788164,CTSK,1,19,0.0526315789473684
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,60,0,1,1,"",0,19,0
WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS,12,0,1,1,"",0,19,0
