,Set,NGenes,Direction,PValue,FDR
1,WP_LUNG_FIBROSIS,32,Down,0.314437943550555,0.937612830567047
2,fibrosis_transcriptional_signature,13,Up,0.640570665487949,0.937612830567047
3,pulmonary_fibrosis_ctd,55,Down,0.69859551477443,0.937612830567047
4,REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,57,Down,0.750090264453637,0.937612830567047
5,WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS,8,Down,0.971972261401969,0.971972261401969
