,Set,NGenes,Direction,PValue,FDR
1,fibrosis_transcriptional_signature,13,Down,0.0289764518231829,0.144882259115914
2,REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,57,Down,0.117264818461863,0.293162046154657
3,WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS,8,Down,0.252619246236382,0.316167644298722
4,WP_LUNG_FIBROSIS,32,Up,0.252934115438977,0.316167644298722
5,pulmonary_fibrosis_ctd,55,Up,0.906865778380805,0.906865778380805
