Set,NGenes,Direction,PValue,FDR,DEG.GENES
fibrosis_transcriptional_signature,13,Up,0.026066085073658,0.13033042536829,CTSK
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,57,Up,0.114536664932681,0.286341662331702,""
WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS,8,Up,0.236263193688045,0.305615020564302,""
WP_LUNG_FIBROSIS,32,Down,0.244492016451441,0.305615020564302,PTX3
pulmonary_fibrosis_ctd,55,Down,0.863124340320928,0.863124340320928,PTX3
