,Set,N,DE,P.DE,FDR
1,WP_LUNG_FIBROSIS,50,1,0.0364814268559952,0.124129887295415
2,pulmonary_fibrosis_ctd,85,1,0.061271924385034,0.124129887295415
3,fibrosis_transcriptional_signature,104,1,0.0744779323772492,0.124129887295415
4,REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,60,0,1,1
5,WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS,12,0,1,1
