,Symbol,logFC,AveExpr,t,P.Value,adj.P.Val
1,BCL11A,2.31020363424046,-1.13381515130226,52.0417768182748,0,0
2,C12orf75,1.89227939931658,-1.18055558621665,47.8492843163345,0,0
3,CCDC50,2.03565265525793,-1.0236803692603,41.999652230476,0,0
4,CLEC4C,0.895932145636966,-1.63558689982961,55.3945063362518,0,0
5,CLIC3,2.40607127682794,-1.53373277473932,108.647777395561,0,0
6,DERL3,1.26578253580784,-1.52346249091709,47.383144231246,0,0
7,DNASE1L3,1.11451474379626,-1.58380546127043,47.0990573313234,0,0
8,ERN1,1.00741958842191,-1.56814716521357,40.031884996532,0,0
9,GZMB,4.2513982437619,-1.4895693108123,244.9661170303,0,0
10,IL3RA,1.76393390574892,-1.45501449548443,55.5164393047769,0,0
11,IRF4,1.52643389030604,-1.46485474385766,48.055173034977,0,0
12,IRF7,2.44142163622161,-1.22678848415179,62.1807299826986,0,0
13,IRF8,2.21924942548482,-1.05746086565108,47.4426497604862,0,0
14,ITM2C,1.93218572551203,-1.51551411249435,81.2989184649074,0,0
15,JCHAIN,3.36528864484967,-1.34584619238813,109.791005474143,0,0
16,LAMP5,0.769476988707744,-1.63727005258318,44.4986909306223,0,0
17,LILRA4,1.5052281451687,-1.60225560734063,83.7388987299184,0,0
18,LINC00996,1.26143122578332,-1.60172567899179,63.1766939126268,0,0
19,LRRC26,1.20017829312698,-1.61278563142365,66.8962514124107,0,0
20,MAP1A,1.38987536046475,-1.50874466207925,60.2535557577728,0,0
21,MZB1,1.59005190782415,-1.52679754053582,69.1460905343203,0,0
22,PACSIN1,0.722614293409043,-1.64400324005482,44.2371594681302,0,0
23,PLAC8,2.48423120642897,-0.751954263643814,42.7070770023831,0,0
24,PLD4,1.76106632790515,-1.413211306123,53.7549292083035,0,0
25,PPP1R14B,2.57595799500382,-1.03501812857854,55.5786758511556,0,0
26,PTCRA,0.802787166524391,-1.63772351820934,46.712130771517,0,0
27,PTGDS,1.48325094887447,-1.61149351382761,57.5091328232145,0,0
28,SCT,1.64683028427041,-1.60564485531965,96.4053237750853,0,0
29,SELL,1.58786488887397,-1.37133750917753,41.8264202385454,0,0
30,SERPINF1,1.74165816900986,-1.37183388576451,51.1420153228056,0,0
31,SLC15A4,1.77753988647025,-1.36893013109772,50.6185871753687,0,0
32,SMPD3,1.25188012337872,-1.56478346436234,56.7252655922914,0,0
33,TCF4,3.39162121485887,-0.785425412293524,67.2134031965261,0,0
34,TSPAN13,1.67398840236076,-1.46474740550076,58.967550487905,0,0
35,UGCG,2.5502756672381,-1.06523665327487,57.0481984191236,0,0
36,ZFAT,0.928244787954041,-1.60291416680314,42.1796858615673,0,0
37,APP,1.49516914674718,-1.30509530622481,39.2971064733916,2.37250323132967e-320,1.0017092037615e-317
38,TPM2,0.779855986382015,-1.62141649775872,38.1187639863642,1.71030453702727e-302,7.03115196774738e-300
39,SEC61B,2.28206409077827,-0.257223182620308,37.3969390135241,9.03423322650369e-292,3.52831978661102e-289
40,CCDC186,1.38961384861373,-1.31876252729636,34.9936672768051,2.7774839890881e-257,1.05828914335449e-254
41,MPEG1,1.47984300251344,-1.26059535141284,32.9680274486328,1.057323263692e-229,3.84128000590614e-227
42,DRD4,0.556634039956718,-1.65156400449535,31.0528694568149,6.44591768183809e-205,2.23773613390388e-202
43,MYBL2,0.631843412542542,-1.63156691997943,30.9441773342089,1.50514770417502e-203,5.11161248578742e-201
44,MAPKAPK2,1.17025802704578,-1.38235492634346,30.5793408837154,5.49490396144131e-199,1.8264125465029e-196
45,FCHSD2,1.17026564884916,-1.37823265352645,30.0617752491382,1.35343042937869e-192,4.40485211828207e-190
46,SELENOS,1.48594440863284,-1.05929095770355,29.7644397406324,5.75656217783814e-189,1.83528600698342e-186
47,SLC20A1,1.14204540464404,-1.39638633941145,29.7107928187758,2.57938565594245e-188,8.05903254342658e-186
48,HSP90B1,1.92640839560598,-0.197924756326191,29.5063746382022,7.65621407889351e-186,2.34520345765636e-183
49,CD4,1.22230947415389,-1.27695284332917,28.9706639329971,1.96060206229992e-179,5.89010104177873e-177
50,LIME1,0.781504153015818,-1.59027911958211,28.945939073734,3.8517779857774e-179,1.13532973007197e-176
51,PMEPA1,0.965406974186101,-1.49946397535834,28.5251372913669,3.49181905458767e-174,9.91803586741246e-172
52,STMN1,1.27504503212803,-1.27525775393007,28.4452056508441,3.0023147852432e-173,8.37538599554809e-171
53,RUNX2,0.82116171840643,-1.54677371524136,27.8767245188797,1.13739278488176e-166,3.11725440095138e-164
54,CD2AP,1.02753026567927,-1.40576818742196,27.173569271649,1.06934584926097e-158,2.88022773399221e-156
55,GPR183,1.80146209233059,-0.604081080848662,26.7809080049571,2.52513856238518e-154,6.68605332569173e-152
56,ALOX5AP,1.65237182428686,-0.516947875869091,26.7018898460369,1.88551752619847e-153,4.90925913237876e-151
57,CYB561A3,1.14365618377803,-1.2723592593604,25.9284419505085,5.00424374897605e-145,1.28157862043449e-142
58,LDLRAD4,1.0956770108558,-1.33167879114387,25.701623977778,1.34067946661248e-142,3.37807977861616e-140
59,OPN3,1.02391963059836,-1.39102794340197,25.5254959301313,9.98586162319613e-141,2.47617667107254e-138
60,OFD1,1.02970157952672,-1.35886622458263,25.4401998887075,7.97636029849942e-140,1.94697969661184e-137
61,ARL4C,1.286845369068,-1.15048342105293,24.9604787690679,8.43546476401712e-135,2.02736662374578e-132
62,NIBAN3,0.699123080062194,-1.61053006621965,24.8841678342044,5.21589958478505e-134,1.2345876259623e-131
63,HERPUD1,1.41627807344771,-0.857417266556339,24.8755088887853,6.41164042088145e-134,1.49496487544791e-131
64,DCK,1.04323812721957,-1.33798370687247,24.7492366142488,1.29107035521102e-132,2.96604427780978e-130
65,KRT5,0.671788985900596,-1.62775611565888,24.3571532464925,1.3222994610031e-128,2.99376263475224e-126
66,TCL1A,0.871744778392636,-1.52719382551335,24.3354958103437,2.19354739342675e-128,4.89537105430181e-126
67,GAS6,0.841002422814531,-1.47378070141314,24.034892856266,2.36442428080855e-125,5.20239945278749e-123
68,SEL1L3,1.0037536569665,-1.35294685732499,23.8423392906557,1.98672677007596e-123,4.31064522251759e-121
69,PTPRE,1.16696466919557,-1.17223883072313,23.6188088211855,3.26843013871532e-121,6.99444049685078e-119
70,SPCS1,1.33818031420186,-0.748054036658588,23.2578206205215,1.12948615982314e-117,2.38443686334555e-115
71,SPIB,0.998297219014809,-1.33502885865258,22.9145715753915,2.34967542356381e-114,4.82981966669919e-112
72,INPP4A,0.692384346578796,-1.55754734598084,22.6060081061669,2.0653450625806e-111,4.19023643735508e-109
73,PHEX,0.472430829387823,-1.64635658702277,22.4252734585619,1.05255631342077e-109,2.10808137541785e-107
74,P2RY14,0.747995955033308,-1.50987879738716,21.9868196495393,1.29190422039012e-105,2.55469971277651e-103
75,IFI44L,1.15702743725377,-1.21642299657068,21.6811396484855,8.27308458866416e-103,1.61552659305139e-100
76,LILRB4,0.960345170786103,-1.3468332985213,21.6779136146667,8.85301068259855e-103,1.70742880103154e-100
77,CIB2,0.484542158703657,-1.64151998988164,21.2260753280772,1.06637113690875e-98,2.03156706107178e-96
78,RUBCN,0.749661514095708,-1.51124963889507,21.1326661441737,7.27038181579013e-98,1.35211791340802e-95
79,SCN9A,0.58668195734051,-1.59732781670798,20.6379563299383,1.65759179065632e-93,3.04645870042742e-91
80,SOX4,0.939290394100034,-1.36400524578574,20.6079724443664,3.02348247867055e-93,5.49219107927807e-91
81,ST6GALNAC4,0.647650021035237,-1.55499515660921,20.5354660347675,1.28901462497449e-92,2.31459614613235e-90
82,CDYL,0.793560347716078,-1.44894806151018,20.188156747487,1.25308198293834e-89,2.22450531107531e-87
83,CD36,0.697929067078646,-1.53820643246208,19.5869050985427,1.4361477088949e-84,2.49283327870623e-82
84,NEK8,0.58651773012158,-1.59129131738756,19.3159209229735,2.45687239612148e-82,4.17187614915323e-80
85,PPM1K,0.982790440801794,-1.21744283952195,19.2999960299554,3.31672074185537e-82,5.5713775730392e-80
86,NUCB2,0.772231748950374,-1.23207832372027,18.9127779205422,4.5545912352069e-79,7.5693430081279e-77
87,TSPYL2,0.660391066381897,-1.5477558749173,18.7783783677609,5.41383982642672e-78,8.90263218615139e-76
88,TRAF4,0.687675578535019,-1.50116212960705,18.7284527565752,1.35211809336692e-77,2.20029050568521e-75
89,GRAMD1B,0.527074947321496,-1.61028675815029,18.401896953222,5.08628014862438e-75,8.02604732139495e-73
90,IDH3A,0.652968014852096,-1.51780701190847,18.3539588844466,1.20464529861799e-74,1.88189688550102e-72
91,MALAT1,1.72882074053161,5.58662200423497,18.1336536980656,6.1637477506779e-73,9.5336700357515e-71
92,EPHB1,0.397702337700916,-1.6588261643857,17.9918581947893,7.5764477965485e-72,1.16038497527138e-69
93,SEC61G,1.15979936893094,-0.631607805775775,17.7331400327118,7.02551285339707e-70,1.06555885238611e-67
94,MDFIC,0.797955034773085,-1.38161860605173,17.6681648093778,2.17011816057547e-69,3.25976787543366e-67
95,SLC7A5,0.637980767459205,-1.53671358449387,17.5417196499413,1.92654059317238e-68,2.86632544252751e-66
96,PLEK,1.18126773097599,-0.683604761792688,17.5281281091621,2.43402554009328e-68,3.5872025459752e-66
97,IRF2BP2,1.05698773739192,-0.930677525633089,17.5131376535816,3.14946791949375e-68,4.59822316246087e-66
98,SELPLG,0.769478457539311,-1.37664298712742,17.1910650495599,7.59817050727229e-66,1.09906129319081e-63
99,SPON2,0.446499796500458,-1.63937869650494,16.7911589853911,6.03089474380913e-63,8.64354474199874e-61
100,DUSP5,0.678858273926025,-1.48077088141336,16.7875502528178,6.40106756149904e-63,9.09067976779436e-61
