Set,NGenes,Direction,PValue,FDR,DEG.GENES
fibrosis_transcriptional_signature,17,Down,0.00572447625379953,0.0286223812689976,""
pulmonary_fibrosis_ctd,50,Down,0.0249978340629311,0.0624945851573277,""
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,58,Up,0.0564359622228427,0.0777754299421479,""
WP_LUNG_FIBROSIS,32,Down,0.0622203439537183,0.0777754299421479,""
WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS,8,Down,0.995091934695082,0.995091934695082,""
