Set,NGenes,Direction,PValue,FDR,DEG.GENES
pulmonary_fibrosis_ctd,51,Up,0.456660825535147,0.975297501448719,CCL5
fibrosis_transcriptional_signature,16,Down,0.603463999259004,0.975297501448719,CCL5
WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS,8,Down,0.787256732186678,0.975297501448719,""
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,58,Down,0.973181632598287,0.975297501448719,""
WP_LUNG_FIBROSIS,32,Up,0.975297501448719,0.975297501448719,CCL5
