Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
WP_LUNG_FIBROSIS,46,1,0.0122007981247155,0.035236670851954,CCL5,1,5,0.2
fibrosis_transcriptional_signature,77,1,0.0203556870134564,0.035236670851954,CCL5,1,5,0.2
pulmonary_fibrosis_ctd,80,1,0.0211420025111724,0.035236670851954,CCL5,1,5,0.2
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,59,0,1,1,"",0,5,0
WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS,10,0,1,1,"",0,5,0
