gene,logFC,logCPM,LR,PValue,FDR
TRAP1,0.14149053557276,4.26191352775355,0.0351269657423288,0.851329859090824,0.997213580923403
NUDT17,-0.211464848241646,3.02566027540659,0.0350853044905755,0.851417021191716,0.997213580923403
ZNF213-AS1,0.228847541599777,3.00033081394469,0.0350291047460729,0.851534685088086,0.997213580923403
GAPDH,0.0253856676505038,10.1652348931044,0.034965920562815,0.851667088837665,0.997213580923403
KXD1,-0.0909732771571598,5.47435513040937,0.0349294530729232,0.851743563565641,0.997213580923403
ICE1,-0.0977984911293859,5.22678466967304,0.034923778448853,0.851755467340125,0.997213580923403
KIF1C,-0.18009223369249,4.01907954106579,0.0348557834050851,0.851898179847113,0.997213580923403
GIHCG,0.173301157349634,3.61292995503516,0.0348483200128555,0.851913853280078,0.997213580923403
DBF4,-0.134605301954182,4.91220350876593,0.0348255003437821,0.851961786307599,0.997213580923403
PAK2,-0.0376331509113841,8.46483041899731,0.0348173769746154,0.851978853477914,0.997213580923403
CITED2,0.0759175615851208,5.94611902594449,0.0347946042062226,0.852026709971719,0.997213580923403
PRPS2,-0.122555778358506,4.77047692714127,0.0347727944506335,0.852072557909011,0.997213580923403
XRCC6,-0.0510875987327071,7.01892678182806,0.0346658980851728,0.852297488309663,0.997213580923403
ZNF430,-0.106620205257203,5.06697763266108,0.0345639540156135,0.852512332647753,0.997213580923403
MAP4K5,-0.116985619690897,4.83897671300721,0.0345004900478543,0.852646246805552,0.997213580923403
ACOT9,-0.0804845473211872,6.12735093998002,0.034440962553175,0.852771970539798,0.997213580923403
RPL35A,0.0262375524898214,11.2381679853683,0.0344174539001614,0.852821652427969,0.997213580923403
CENPF,0.235991279980704,3.29382061131382,0.0343964419432865,0.85286607279298,0.997213580923403
BICD1,-0.182416896632507,3.62926621313776,0.0343239061773915,0.853019525104287,0.997213580923403
ARFGAP3,0.0605652569276426,7.11505152250054,0.0342604554084112,0.853153895315053,0.997213580923403
LAPTM5,-0.0426776342359176,9.14798150879742,0.034228594876538,0.853221415157629,0.997213580923403
DBT,0.148742397324338,4.23009417813836,0.0342228772097002,0.853233535656338,0.997213580923403
SEC11C,-0.0586789566312267,6.59370138643434,0.0341867199091812,0.853310207354798,0.997213580923403
USP22,-0.0821071405854767,5.71114644372652,0.0341419698951828,0.853405158022509,0.997213580923403
CTNNBIP1,-0.100057592251078,5.26807358747106,0.0341230302825402,0.853445363510188,0.997213580923403
RAD21,0.0539533611344182,6.90703499496311,0.0341195476399392,0.853452757807623,0.997213580923403
SPATA1,-0.200409586291562,3.07794955915462,0.0340935216011609,0.853508028284139,0.997213580923403
RNF8,0.178465207715563,4.33131278820768,0.0340687510706488,0.853560652752709,0.997213580923403
PAK1,0.0738585318157201,7.22108119353936,0.0340556111283625,0.853588576312968,0.997213580923403
PRKAR2A,-0.0817184449584438,5.91108857011047,0.0340348187093689,0.853632773458829,0.997213580923403
AGK,0.197961560288335,3.80831264408422,0.0340083636081516,0.853689027599699,0.997213580923403
UQCC1,0.196618949490295,3.56496570906905,0.0339720130937664,0.853766360265488,0.997213580923403
AARSD1,-0.156160097718007,4.09082829422579,0.0338881602437269,0.853944913478529,0.997213580923403
RDH5,-0.251918040784908,3.21171542274949,0.033834450381578,0.854059401329037,0.997213580923403
SRP14,0.0344842441551724,9.55028586472723,0.0337911582795698,0.854151751097058,0.997213580923403
DOK2,0.107921877295315,6.44093589274455,0.0337900758352205,0.854154060927192,0.997213580923403
ZCCHC10,0.0772306457668984,5.75738187649919,0.0337875260367184,0.854159502098415,0.997213580923403
DYNLRB1,-0.0449957136936254,7.37138810504514,0.0337789513263616,0.854177801755344,0.997213580923403
HAUS1,-0.107601200327027,4.83978463693794,0.0337027773345433,0.854340473458652,0.997213580923403
RUFY1,-0.0912081076939208,5.73988968583282,0.0336467910710603,0.85446015489446,0.997213580923403
CEP295,0.145924494382767,3.74713651861525,0.0335831423109525,0.854596341477551,0.997213580923403
SIRT2,-0.0984481579697192,5.18042005637496,0.033537004975539,0.854695143007795,0.997213580923403
ZNF292,-0.0688498358730541,6.13625529606029,0.0335153942205189,0.854741445858189,0.997213580923403
PHETA1,-0.220255202666281,4.11682648958064,0.0334322134849252,0.854919811676463,0.997213580923403
DSG2,-0.219271075883523,3.46361723236523,0.0333859648730694,0.855019082536629,0.997213580923403
LMF2,0.11063532149626,5.07433594183015,0.0333657721264942,0.85506244777122,0.997213580923403
NDUFA6,-0.0543630011729389,6.89037784110778,0.0333299075608675,0.855139502698011,0.997213580923403
AFTPH,-0.0721346878583816,6.02163660322059,0.0333042825583156,0.855194584192112,0.997213580923403
