Set,NGenes,Direction,PValue,FDR,DEG.GENES
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,57,Down,0.342860068741693,0.791928224066012,""
pulmonary_fibrosis_ctd,54,Down,0.369066669649231,0.791928224066012,""
WP_LUNG_FIBROSIS,31,Down,0.532231514114141,0.791928224066012,""
fibrosis_transcriptional_signature,13,Up,0.633542579252809,0.791928224066012,""
WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS,8,Up,0.853693956516474,0.853693956516474,""
