Set,NGenes,Direction,PValue,FDR,DEG.GENES
WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS,8,Up,0.104033642078403,0.336473795773289,""
fibrosis_transcriptional_signature,13,Up,0.134589518309315,0.336473795773289,DHRS9
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,57,Down,0.270846032371579,0.451410053952631,""
pulmonary_fibrosis_ctd,54,Down,0.675807866416391,0.844759833020488,""
WP_LUNG_FIBROSIS,31,Down,0.86450418035574,0.86450418035574,""
