,Set,NGenes,Direction,PValue,FDR
1,WP_LUNG_FIBROSIS,31,Down,0.280256909599986,0.533234812237968
2,REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,57,Down,0.303345758541786,0.533234812237968
3,fibrosis_transcriptional_signature,13,Down,0.354520620471572,0.533234812237968
4,WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS,8,Down,0.426587849790375,0.533234812237968
5,pulmonary_fibrosis_ctd,54,Up,0.763763546995467,0.763763546995467
