Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,60,1,0.242274567447888,0.562585720785488,PSMA6,1,97,0.0103092783505155
pulmonary_fibrosis_ctd,84,1,0.322015208153469,0.562585720785488,FYN,1,97,0.0103092783505155
fibrosis_transcriptional_signature,89,1,0.337551432471293,0.562585720785488,DHRS9,1,97,0.0103092783505155
WP_LUNG_FIBROSIS,49,0,1,1,"",0,97,0
WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS,12,0,1,1,"",0,97,0
