,Symbol,logFC,AveExpr,t,P.Value,adj.P.Val
1,KLRF1,0.875742263669686,-1.36462926072281,33.5721333134718,7.28432999639816e-239,1.13795803203732e-234
2,CCL3,2.20033863961153,-1.19038723928065,31.799179473741,2.64740682392921e-215,2.0678894701711e-211
3,NKG7,2.40427606494915,-0.316467114718604,20.854190446174,1.4285875956236e-95,7.43913180627727e-92
4,CCL4,2.36508254772554,-0.556617427416223,18.8776168310193,6.67175128658564e-79,2.60565246497602e-75
5,CEBPD,0.933623417664003,-1.26394769908432,16.5039377187811,5.68032601432176e-61,1.77476105991469e-57
6,CMC1,1.09224913130123,-1.18256879317524,16.1748591654787,1.14395523254852e-58,2.97847810714551e-55
7,TRDC,1.3098378742172,-0.990712944415882,14.0578368035461,6.4939796433815e-45,1.44927071412723e-41
8,CLIC3,0.818896749365829,-1.24457068721405,12.5559785248032,2.76202496552883e-36,5.39354425143641e-33
9,KLRD1,1.34895651262121,-0.699409686524163,12.433519638242,1.26838442560698e-35,2.20163349964802e-32
10,KLRC1,1.10141628198629,-1.03952609323439,12.0705496672515,1.0680626999911e-33,1.6685275499261e-30
11,IL2RB,1.13054845019897,-0.910624989904505,11.7318611171521,5.96105193205617e-32,8.46577757114378e-29
12,XCL2,1.09290195259311,-1.02099548346516,11.4772716471216,1.1392580638649e-30,1.48312412280812e-27
13,GZMA,1.53497806098999,-0.276759756076635,11.3305362118971,6.06377673740893e-30,7.28679386090787e-27
14,GZMK,1.01436669524684,-1.01454846575761,11.2158784631461,2.20713428007996e-29,2.46284655167209e-26
15,CD247,0.999164691727542,-0.781736205058577,9.26696557026214,1.08147536746319e-20,9.93812246500586e-18
16,TXK,0.574522916275505,-1.29227437831312,9.04694015916326,8.2117644529843e-20,7.12689912691782e-17
17,CST7,1.00647617756214,-0.681095582370122,8.78043601025844,8.98356856249666e-19,7.38638463596436e-16
18,CCL5,1.48511317848682,1.21905603353974,8.70786797142607,1.70282192128258e-18,1.33007420271382e-15
19,KLRB1,1.13892910558538,-0.447263225173162,7.73673668785642,5.41408790277551e-15,3.84449460077996e-12
20,APOBEC3G,0.869105425045671,-0.742445880178711,7.56238355307891,2.08986217915854e-14,1.41947073751369e-11
21,SAMD3,0.607551111927676,-1.1530451414221,6.43362381507966,6.41317254897691e-11,4.00746326240469e-08
22,FOS,1.07576340201363,0.159475161980457,6.30981887295997,1.43487075667074e-10,8.62136575411937e-08
23,EOMES,0.41396871974418,-1.33282894557468,5.95443325431598,1.3331597518237e-09,7.1815936699965e-07
24,LAT2,0.434292233044222,-1.30647034178982,5.72901051687007,5.14499950851636e-09,2.67917274406809e-06
25,SRGN,0.817543302136441,-0.0680769206983528,5.25738186142738,7.40333971542079e-08,3.50469615255465e-05
26,CD63,0.701024709743177,-0.5488912880103,5.13020623975449,1.46464783563724e-07,6.53735099666429e-05
27,CLDND1,0.544993698428932,-1.11806304772061,5.00749552457227,2.78753539099513e-07,1.20963549661461e-04
28,XCL1,0.571132030349602,-1.0955664964652,4.9288201902461,4.17926918127756e-07,1.71811955657679e-04
29,IFITM2,0.763837961592629,-0.300583627478268,4.89833336091566,4.88156416278606e-07,1.95537936797548e-04
30,PRF1,0.551703255042471,-1.06553678203882,4.70995845202158,1.24961428793204e-06,4.88036860151858e-04
31,ITM2C,0.497792576309252,-1.12620585369343,4.46524986858261,4.02710570442972e-06,0.00153442549547807
32,CLEC2B,0.616615475776786,-0.759519066242142,4.40231233262317,5.39110184826042e-06,0.00195859983891917
33,APMAP,0.455677742130982,-1.19197174628773,4.25155736777715,1.06768092700803e-05,0.00370651365371542
34,SH2D1B,0.312181452878683,-1.37356390576994,4.13119802808532,1.81388854629732e-05,0.00616012323266452
35,MATK,0.4906973104982,-1.07238334744685,4.11929774006498,1.91004008533815e-05,0.00634864813045799
36,CTSW,0.553160206853484,-0.828874269974865,3.88957481226983,5.04203569430965e-05,0.0164097253367719
37,FCER1G,0.337182865464484,-1.347199239424,3.55652472398263,1.88458726812499e-04,0.0600837189849973
