,Set,NGenes,Direction,PValue,FDR
1,REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,57,Down,0.0101454215803937,0.0507271079019684
2,fibrosis_transcriptional_signature,13,Down,0.044698017044553,0.111745042611383
3,WP_LUNG_FIBROSIS,30,Up,0.378276586869952,0.630460978116587
4,pulmonary_fibrosis_ctd,52,Down,0.7618764739469,0.8977449906277
5,WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS,8,Down,0.8977449906277,0.8977449906277
