Set,NGenes,Direction,PValue,FDR,DEG.GENES
WP_LUNG_FIBROSIS,33,Down,0.760311911750969,0.885246789631333,""
pulmonary_fibrosis_ctd,56,Up,0.784459807700124,0.885246789631333,""
WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS,8,Up,0.85913961605461,0.885246789631333,""
fibrosis_transcriptional_signature,14,Up,0.869282871918117,0.885246789631333,DHRS9
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,57,Up,0.885246789631333,0.885246789631333,""
