,logFC,logCPM,LR,PValue,FDR
FAM106A,-0.0507437310024759,2.20235937071033,0.0483490046337174,0.825961442312582,0.999209550810305
DDX42,-0.0194391831351857,5.60921287117514,0.0483372101267072,0.825982331666401,0.999209550810305
MAP2K5,-0.0283951264564517,2.88681721537913,0.0481454608125187,0.82632231605281,0.999209550810305
DTNB,-0.0368236063336397,2.87458611409706,0.0481151054697371,0.826376203132239,0.999209550810305
MYH9,-0.0140409613562508,7.90694500190748,0.0480282960124185,0.826530406469188,0.999209550810305
UHRF2,0.0279862173654372,3.75163046595793,0.0480165951388933,0.82655120239568,0.999209550810305
TNPO2,0.0288458926093521,3.11786501903711,0.047911431698445,0.826738228362222,0.999209550810305
LMAN2L,0.0328770878136605,2.98099431480424,0.0478875742275484,0.826780687163002,0.999209550810305
GCLM,-0.0270322614465819,3.6633093558716,0.0478307253096464,0.826881905061516,0.999209550810305
GK,-0.0219382989354177,6.39935785664661,0.0478022448590725,0.826932637400355,0.999209550810305
OMA1,-0.0292666317586492,4.2997594301993,0.0477305362613656,0.827060442379734,0.999209550810305
TBRG1,0.0188655062589791,6.13009424739101,0.0477273905578102,0.827066051214489,0.999209550810305
KDM6A,-0.0219768902875675,4.16202478755831,0.0476716748310757,0.827165425266918,0.999209550810305
SDF2L1,0.0160357985158317,6.32304922131375,0.0476196360945593,0.827258296037794,0.999209550810305
TNFAIP8L1,0.039012784655196,1.82620201463003,0.0475999704426329,0.82729340612316,0.999209550810305
PRNCR1,0.0660155026241784,0.0521617847378934,0.0475864554093022,0.827317539602619,0.999209550810305
RPL21,-0.0272264394318057,10.7957438988471,0.0475567428784345,0.827370609200921,0.999209550810305
AP3B1,0.0159532290825933,5.96785496919535,0.0474545281753311,0.827553307800452,0.999209550810305
ZSWIM9,0.0298223474342738,2.53498457384967,0.0474322386024504,0.827593175556228,0.999209550810305
TMEM129,-0.0237172182981369,3.59541360658714,0.0473982544150608,0.827653979516482,0.999209550810305
ASL,0.0207607391522975,4.75677578655912,0.0473810371163168,0.82768479314346,0.999209550810305
TRNT1,-0.0241065708923087,4.0414988383538,0.0473187078363146,0.82779639229666,0.999209550810305
SMIM20,-0.031894864806602,4.9663657052025,0.0472974601223299,0.827834453435682,0.999209550810305
NKRF,-0.0289376641338598,2.57223517950923,0.0472482990011356,0.827922550341646,0.999209550810305
HADH,0.0184582994628939,5.71857856879674,0.0472425934833378,0.827932777757959,0.999209550810305
FCGR2A,-0.0252807920480494,8.44998247630907,0.0472413265008242,0.827935048973084,0.999209550810305
VAMP7,-0.0182670621306472,4.86813404871672,0.0471962554449767,0.828015864898259,0.999209550810305
TOMM20,-0.0207123075359097,7.46465196754623,0.0471516802648448,0.828095831434488,0.999209550810305
GUCD1,0.0200712139554815,4.95784692491208,0.047092043316713,0.828202880257371,0.999209550810305
CASP10,-0.0210949362992181,4.71487342112828,0.047029086983482,0.828315964443125,0.999209550810305
CD58,0.021742548036141,6.53724605334351,0.0469925909777622,0.828381556029591,0.999209550810305
PEX5,0.0288010127384956,2.69294549111011,0.0468678339240984,0.828605974319242,0.999209550810305
ALG5,-0.0177263659030271,5.16437142766895,0.0468565634610343,0.828626263499425,0.999209550810305
SIK2,0.0299515540500006,4.94215588215564,0.0467724773632625,0.828777716672339,0.999209550810305
CIZ1,-0.0239627005094377,3.86689599291449,0.0467094632663017,0.828891309071814,0.999209550810305
COPS3,0.0202809393585427,4.68319094677943,0.04669607094106,0.828915461086906,0.999209550810305
RABEP1,0.0186361419137582,5.41453523773845,0.0466269530001053,0.829040167579949,0.999209550810305
POMGNT2,0.033431744507863,2.28804849528045,0.0465953554857528,0.829097209821019,0.999209550810305
ZNF92,-0.0282478256781252,2.73969069217354,0.0465197691735479,0.829233746173555,0.999209550810305
GLIS3,0.0565805264225095,2.71393290512621,0.0463851971636444,0.829477119751173,0.999209550810305
SLC22A18AS,-0.0844267675555325,1.29165379315128,0.0463157607922078,0.829602839968493,0.999209550810305
TBC1D25,0.0279145188608783,2.71357667318881,0.046285859204227,0.829657009606965,0.999209550810305
FTH1,-0.0142772360863166,14.798722475141,0.046194815404327,0.82982205714,0.999209550810305
PIP4P2,0.0369250953490529,2.48875690453597,0.0461866701784217,0.829836831393098,0.999209550810305
TTC33,0.0257216334927733,3.35172102834151,0.0460668415448264,0.830054340784859,0.999209550810305
REXO1,0.0225208747543558,3.57638100416676,0.0460279660643259,0.830124969971405,0.999209550810305
TRMT10A,-0.0351553616302299,2.71176482304476,0.0460014783691065,0.830173110834109,0.999209550810305
THUMPD3,-0.0213854539489103,4.60204145924169,0.0459850373613317,0.8302029993332,0.999209550810305
MIR181A1HG,0.039460869101561,1.97954486932211,0.045779290811609,0.83057750446752,0.999209550810305
OTULIN,-0.0201460491264977,5.00075539060053,0.0457370894108511,0.830654429247051,0.999209550810305
MAD2L1BP,0.0261735998034524,3.75072192854095,0.0456517000437593,0.830810190715556,0.999209550810305
BCAS3,-0.0278566664436025,3.1497387994135,0.0456156598690001,0.830875978458824,0.999209550810305
FANCI,0.0392188691926472,1.64011084421733,0.0455810930342722,0.830939102302486,0.999209550810305
ADAM17,-0.0185616798994394,7.55849263273447,0.0454995750305631,0.831088064675657,0.999209550810305
NOL11,0.0205949831919624,4.26375255501929,0.0454601121426599,0.831160227518936,0.999209550810305
RPH3AL,0.0486978006139465,3.31402221006726,0.0454089886502302,0.831253761946624,0.999209550810305
SSH3,-0.0279112723681185,2.89171733897444,0.0452685525073662,0.83151098449362,0.999209550810305
CAPZB,0.0146550367206129,7.63574091573561,0.0452296620735364,0.831582289847143,0.999209550810305
VPS13D,-0.0202629143883052,4.6243367747716,0.0452208986449243,0.831598361958796,0.999209550810305
SAFB2,0.0168426284441622,5.15173780548974,0.0451735147713581,0.831685292102119,0.999209550810305
ZNF708,0.0238767649452673,3.50403949449503,0.0451210666311717,0.83178156869687,0.999209550810305
PDCD11,0.0208025381810677,4.41559811010002,0.045080784699298,0.83185555206489,0.999209550810305
RNF11,-0.0167458394508471,5.42230784768109,0.0450361467910785,0.83193757614963,0.999209550810305
MMADHC,0.0144792534175874,5.91060502260649,0.0450046881694846,0.831995408247098,0.999209550810305
LINC01684,0.0779376625730622,0.750489035498465,0.0449489756234378,0.832097879505079,0.999209550810305
