,Set,NGenes,Direction,PValue,FDR
1,WP_LUNG_FIBROSIS,33,Up,0.760311911746677,0.885246789632389
2,pulmonary_fibrosis_ctd,56,Down,0.784459807700487,0.885246789632389
3,WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS,8,Down,0.859139616055898,0.885246789632389
4,fibrosis_transcriptional_signature,14,Down,0.869282871915944,0.885246789632389
5,REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,57,Down,0.885246789632389,0.885246789632389
