Set,N,DE,P.DE,FDR,DEG.GENES,k,n,GR
WP_LUNG_FIBROSIS,48,1,0.106633358861177,0.443197922373568,PDGFB,1,50,0.02
pulmonary_fibrosis_ctd,83,1,0.177279168949427,0.443197922373568,PDGFB,1,50,0.02
fibrosis_transcriptional_signature,97,0,1,1,"",0,50,0
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,60,0,1,1,"",0,50,0
WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS,12,0,1,1,"",0,50,0
