,Set,NGenes,Direction,PValue,FDR
1,WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS,8,Down,0.55482670560249,0.872586068882328
2,pulmonary_fibrosis_ctd,58,Up,0.680027156338693,0.872586068882328
3,fibrosis_transcriptional_signature,19,Up,0.776615710928289,0.872586068882328
4,WP_LUNG_FIBROSIS,35,Up,0.844848368965206,0.872586068882328
5,REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,57,Up,0.872586068882328,0.872586068882328
