,Set,NGenes,Direction,PValue,FDR
1,fibrosis_transcriptional_signature,16,Down,0.122986712744067,0.614933563720336
2,pulmonary_fibrosis_ctd,57,Down,0.48046080999463,0.831989549147229
3,REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,57,Down,0.521484453388326,0.831989549147229
4,WP_LUNG_FIBROSIS,34,Down,0.665591639317784,0.831989549147229
5,WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS,8,Up,0.969570824105993,0.969570824105993
