,Set,NGenes,Direction,PValue,FDR
1,fibrosis_transcriptional_signature,16,Up,0.266690531044393,0.745192488099443
2,pulmonary_fibrosis_ctd,57,Up,0.348464751499954,0.745192488099443
3,REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,57,Up,0.447115492859666,0.745192488099443
4,WP_LUNG_FIBROSIS,34,Up,0.639051888118129,0.798814860147661
5,WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS,8,Down,0.940098146681718,0.940098146681718
