Set,NGenes,Direction,PValue,FDR,DEG.GENES
WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS,8,Up,0.0905660544523889,0.240080645475153,""
pulmonary_fibrosis_ctd,57,Down,0.0960322581900613,0.240080645475153,PDGFB
WP_LUNG_FIBROSIS,34,Down,0.218319566518533,0.246469172697242,PDGFB
fibrosis_transcriptional_signature,16,Up,0.227162181797267,0.246469172697242,""
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,57,Up,0.246469172697242,0.246469172697242,""
