,logFC,AveExpr,t,P.Value,adj.P.Val
HLA-DR; DP; DQ,1.1043672922152,0.702218365151387,26.8907653111114,3.01771482758442e-155,4.64728083448001e-153
CD86,0.836042385883059,0.720759657943788,24.9082336531355,4.87072344778696e-134,3.75045705479596e-132
HLA-DR,0.741109561148284,-0.00266868830092043,24.2021315783214,7.7128278457091e-127,3.959251627464e-125
CD1c,0.888305123489221,0.349869433610344,22.6752856172645,6.45196682287455e-112,2.4840072268067e-110
CD116,0.499106575765601,1.11578505189395,19.8011585203649,2.8885128581452e-86,8.89661960308722e-85
CD54,0.746417734952887,0.388510194361698,19.7771423356589,4.5855873385771e-86,1.17696741690145e-84
CD5,0.579385454114228,0.154685507922868,14.7149623551305,6.50629602142718e-49,1.43138512471398e-47
CD39,0.48244889762455,1.49350262340341,13.7719583332966,3.82462613921403e-43,7.36240531798701e-42
CD112 (Nectin-2),0.365472819400247,0.871222672367256,13.2226138482982,5.94692793834539e-40,1.01758544722799e-38
CD162,0.294975351762583,0.709447284596907,6.21176375608431,2.70169246199772e-10,3.46717199289707e-09
CD275 (B7-H2; B7-RP1; ICOSL),0.199707745826541,1.23597042193114,5.53952027841917,1.54675838574963e-08,1.70143422432459e-07
CD48,0.2469653296389,0.908240729710604,4.01183366502345,3.02976116385167e-05,2.74460717195975e-04
CD127 (IL-7Rα),0.183473307373839,1.22622546867355,3.42547785404348,3.07833061239981e-04,0.0026336828572754
CD40,0.178166168643775,0.545101706739885,3.0891305032145,0.00100588947351016,0.00815299889055602
CD58 (LFA-3),0.150846479805319,0.853256405548256,2.71151747791629,0.00335331758822875,0.0245909956470108
CD83,0.142248225600665,1.73982745395109,2.41538959268529,0.0078662261815857,0.0508078395202751
CD11c,0.165900231350266,0.69017471220307,1.9882881319278,0.0234006608003047,0.138603913971036
CD267 (TACI),0.134801035754599,1.42072503705868,1.75233337647755,0.0398703487717397,0.22740865595733
CD71,0.14504541591881,0.132681740807897,1.46467838044098,0.071516753750023,0.355276776693663
CD196 (CCR6),0.131341632538285,0.692716255742316,1.42702645474713,0.0767984608649249,0.369592592912451
CD43,0.0825382514502557,0.962775234644518,0,0.743763439347974,0.999999999775678
CD45RO,0.0805568339862435,0.874997340456184,0,0.825718787599009,0.999999999775678
CD84,0.0738083080961147,0.742574288511448,0,0.895118444346349,0.999999999775678
CD137 (4-1BB),0.072108905906447,2.20915537966045,0,0.925709938437502,0.999999999775678
CD101 (BB27),0.0616314427702199,0.301770302371088,0,0.955835703229953,0.999999999775678
