,logFC,AveExpr,t,P.Value,adj.P.Val
CD71,0.372971199669845,0.132681740807897,4.65212691324896,1.65927637251526e-06,6.38821403418374e-05
CD74,0.149520522657384,0.725428953183522,1.9519325663278,0.0254841090870709,0.356777527218993
CD16,0.179129104755472,0.257171517786703,1.65086068976973,0.0493959120991276,0.562868522088531
CD354 (TREM-1),0.17570653123649,0.418021486117956,1.63373325278355,0.0511698656444119,0.562868522088531
CD194 (CCR4),0.150147966486915,0.922421355738711,0.981443772164305,0.163196844392074,0.999689784178084
CD163,0.130795376327429,0.73611183999198,0.816880746150386,0.207005973974487,0.999689784178084
CD141 (Thrombomodulin),0.126895441290721,0.265052821046884,0.662914592905053,0.253698671028029,0.999689784178084
CD40,0.124307483110008,0.545101706739885,0.50350116409024,0.307312066475278,0.999689784178084
IgD,0.124418360339418,0.60693098538978,0.482457113171877,0.31474946058921,0.999689784178084
CD81 (TAPA-1),0.117275162802345,0.327376030602703,0.479624240121381,0.315751445261158,0.999689784178084
CD119 (IFN-γ R α chain),0.117172872852198,1.03877598730687,0.448155534970303,0.327024315754752,0.999689784178084
CD107a (LAMP-1),0.107547714508972,0.369499932774569,0.152473220243923,0.439421944751883,0.999689784178084
LOX-1,0.0992150900195776,1.05734277703682,0,0.509390822957026,0.999689784178084
GPR56,0.093336696154262,1.03894433864721,0,0.554654695848352,0.999689784178084
CD25,0.0891922398078784,0.729570843962221,0,0.58286414044846,0.999689784178084
CX3CR1,0.0934291269875269,1.23096809835028,0,0.584870495432137,0.999689784178084
CD85j (ILT2),0.0906438431153649,1.20624146977153,0,0.600816471077518,0.999689784178084
CD335 (NKp46),0.0863171013068686,1.07298112506677,0,0.613677830938523,0.999689784178084
Podoplanin,0.0856188215324082,2.03908251278808,0,0.647037828462294,0.999689784178084
CD158 (KIR2DL1/S1/S3/S5),0.0839325726102082,0.910696300705089,0,0.652104370999819,0.999689784178084
CD42b,0.0794163295868865,1.29770522171493,0,0.678148183567933,0.999689784178084
CD131,0.0774542467273509,1.45208030358869,0,0.698425246257785,0.999689784178084
CD122 (IL-2Rβ),0.077784100295033,0.737852589583556,0,0.706816896423083,0.999689784178084
CD226 (DNAM-1),0.0737373371046601,1.21508142843796,0,0.719328724328862,0.999689784178084
TCR α/β,0.0714836691719627,1.24037782987113,0,0.739293480850007,0.999689784178084
CD22,0.0599281696584272,0.519971178953177,0,0.776024023223815,0.999689784178084
CD57 Recombinant,0.0639754778042405,1.18431918367812,0,0.78066682234275,0.999689784178084
CD278 (ICOS),0.0655978539592665,1.35578490443172,0,0.781503817697877,0.999689784178084
CD24,0.0696397740706537,2.04337792762822,0,0.799458913263274,0.999689784178084
TCR Vδ2,0.0587129139097759,0.585130826281763,0,0.799632313468908,0.999689784178084
CD158e1 (KIR3DL1; NKB1),0.0633780349603598,1.29572185970927,0,0.805035951411088,0.999689784178084
CD268 (BAFF-R),0.056930751793341,0.914448202378959,0,0.810235390074985,0.999689784178084
CD183 (CXCR3),0.0680696402299987,1.10079957070775,0,0.812408834920489,0.999689784178084
CD41,0.0624379253450158,0.313136673617815,0,0.815745953682706,0.999689784178084
CD79b (Igβ),0.0635519116674371,1.11040007192754,0,0.833799553167032,0.999689784178084
CD109,0.0638121275802282,2.13099293529962,0,0.836747265559985,0.999689784178084
CD3,0.0473922004942923,0.778477006873058,0,0.84518549260916,0.999689784178084
CD31,0.040133099918718,0.424914531395547,0,0.852155688686236,0.999689784178084
CD304 (Neuropilin-1),0.0464719049415871,0.463080282415288,0,0.872897667415779,0.999689784178084
CD275 (B7-H2; B7-RP1; ICOSL),0.0602590611992582,1.23597042193114,0,0.876404018107836,0.999689784178084
TCR Vα7.2,0.048197838580437,1.37140582010695,0,0.877811572131606,0.999689784178084
CD19,0.0358458548940882,0.554347015491645,0,0.883295255795198,0.999689784178084
CD14,0.0431843405588981,1.25983804362309,0,0.886951668117881,0.999689784178084
CD161,0.047562666922865,1.4096868035621,0,0.888890510011929,0.999689784178084
KLRG1 (MAFA),0.0405105511229529,0.528686788102545,0,0.90416665800398,0.999689784178084
CD196 (CCR6),0.0452187429224978,0.692716255742316,0,0.904703341839751,0.999689784178084
CD56 (NCAM),0.0354366545566015,1.10295520944695,0,0.916033302269164,0.999689784178084
CD134 (OX40),0.0564814011126651,1.54026287275704,0,0.920483576621659,0.999689784178084
CD169 (Sialoadhesin; Siglec-1),0.0461330441050855,2.03362837775655,0,0.920867032215835,0.999689784178084
CD154,0.0499456667380403,1.81300462682245,0,0.932619392004759,0.999689784178084
CD13,0.0277807560822471,1.19103508500602,0,0.932669227815538,0.999689784178084
CD61,0.0231844209945093,0.803760345276946,0,0.938851563949334,0.999689784178084
CD23,0.0554275609309289,1.03445682405309,0,0.940050223098738,0.999689784178084
CD63,0.0220671162083395,0.237202122400423,0,0.94148358372001,0.999689784178084
CD274 (B7-H1; PD-L1),0.0334460943615328,0.866928390606601,0,0.942885354221637,0.999689784178084
CD28,0.0371428641163965,0.811188022765215,0,0.946350025133656,0.999689784178084
CD62P (P-Selectin),0.0243700834942697,1.00835833002895,0,0.947148845407851,0.999689784178084
CD83,0.0455717751040165,1.73982745395109,0,0.948545722215425,0.999689784178084
CD52,0.0264782742164189,0.758460253639089,0,0.948775131851846,0.999689784178084
