,logFC,AveExpr,t,P.Value,adj.P.Val
CD20,0.531706094696855,0.860969458601134,13.7109065301088,8.77939428079031e-43,3.38006679810427e-41
CD19,0.483189625942435,0.554347015491645,11.8226364686211,2.19827766385648e-32,4.23168450292371e-31
CD45RA,0.408756515645542,-0.0118257581888448,10.3859256663694,1.8131177449729e-25,2.32683443938189e-24
HLA-DR; DP; DQ,0.415793578428845,0.702218365151387,7.58981770081893,1.71372875148104e-14,1.6494639233005e-13
HLA-A;B;C,0.237152925399238,0.393866461771909,4.41378236595085,5.12102061737582e-06,2.8165613395567e-05
CD82,0.170332039123932,0.69759698252044,3.45152943217071,2.79619059848768e-04,0.00126650985931501
CD95 (Fas),0.168697822904468,0.618402856460441,2.85143281630282,0.00217965321275938,0.00959047413614125
CD22,0.169117519585123,0.519971178953177,2.22888063132021,0.0129196623400626,0.0485275122041375
HLA-DR,0.128517978413509,-0.00266868830092043,0.966401396682014,0.166930909154812,0.524640000200839
CD73 (Ecto-5'-nucleotidase),0.0990323509896916,1.0077184107336,0,0.513297886990124,0.999999999903201
CD83,0.095454453989143,1.73982745395109,0,0.592227104835573,0.999999999903201
CD1c,0.0782518239949494,0.349869433610344,0,0.712790336585587,0.999999999903201
CD21,0.0749949678368603,0.527461687076997,0,0.800247343352996,0.999999999903201
CD24,0.0819208960935766,2.04337792762822,0,0.804104029640351,0.999999999903201
CD62L,0.0564492980679999,0.383241043937709,0,0.934805060987645,0.999999999903201
CD35,0.0431325298399085,0.423183545913806,0,0.948907744870516,0.999999999903201
CD335 (NKp46),0.052813713048037,1.07298112506677,0,0.955965667090861,0.999999999903201
CD352 (NTB-A),0.0432947858406993,1.0928878259069,0,0.979059757069133,0.999999999903201
CD272 (BTLA),0.0521451767409206,1.63649422791094,0,0.97907813290975,0.999999999903201
GPR56,0.0343679415831607,1.03894433864721,0,0.989740545424846,0.999999999903201
CLEC1B (CLEC2),0.0336150012785598,0.532649228054548,0,0.990037900797627,0.999999999903201
CD40,0.0305787499928748,0.545101706739885,0,0.993102181432391,0.999999999903201
CD27,0.0217124790763364,0.664593431728493,0,0.994669622980433,0.999999999903201
CD152 (CTLA-4),0.0391673200527484,1.65899827521498,0,0.996512406048886,0.999999999903201
CD268 (BAFF-R),0.021883979507506,0.914448202378959,0,0.996759485099126,0.999999999903201
IgD,0.0194935257185879,0.60693098538978,0,0.996799704366482,0.999999999903201
CD69,0.0173061584883203,0.552536383858958,0,0.997360259197061,0.999999999903201
CD39,0.0126555604558372,1.49350262340341,0,0.997756569436282,0.999999999903201
CD314 (NKG2D),0.0384616819502978,1.59985894831604,0,0.997904811600362,0.999999999903201
CD57 Recombinant,0.0207498025061046,1.18431918367812,0,0.998224300994121,0.999999999903201
TCR Vα7.2,0.0234150513415213,1.37140582010695,0,0.998368529591074,0.999999999903201
TIGIT (VSTM3),0.0336946570617531,1.07965234718469,0,0.998390634209419,0.999999999903201
CD94,0.016749276589635,1.04800416742025,0,0.998605514740336,0.999999999903201
CD52,0.0198181288175693,0.758460253639089,0,0.998654709392289,0.999999999903201
CD62P (P-Selectin),0.0148925381282215,1.00835833002895,0,0.998816656501557,0.999999999903201
CD279 (PD-1),0.039144014285041,2.12116430712785,0,0.99893394490163,0.999999999903201
CD267 (TACI),0.0317403240429729,1.42072503705868,0,0.998981290073454,0.999999999903201
CD196 (CCR6),0.0228471489083982,0.692716255742316,0,0.99919148904638,0.999999999903201
CD61,0.00603601447310332,0.803760345276946,0,0.999240227527976,0.999999999903201
CX3CR1,0.0414538749416249,1.23096809835028,0,0.999463309210793,0.999999999903201
CD278 (ICOS),0.0146840962357653,1.35578490443172,0,0.999520150168038,0.999999999903201
CD109,0.0267496019416948,2.13099293529962,0,0.999663947590543,0.999999999903201
CD28,0.0216736409204923,0.811188022765215,0,0.999700406576289,0.999999999903201
CD23,0.0407342105482026,1.03445682405309,0,0.999800596229141,0.999999999903201
CD185 (CXCR5),0.0132428242988386,1.60348764145156,0,0.999867273618732,0.999999999903201
CD134 (OX40),0.0296976086470076,1.54026287275704,0,0.999950997874963,0.999999999903201
CD137 (4-1BB),0.0123850609116554,2.20915537966045,0,0.999976815539838,0.999999999903201
CD223 (LAG-3),0.0104860195830557,1.63313899402876,0,0.999978791036651,0.999999999903201
NKp80,0.0148125391401038,1.9919010986227,0,0.999985092226436,0.999999999903201
CD192 (CCR2),0.00973857487196001,1.44282734452608,0,0.999991513427228,0.999999999903201
CD303 (BDCA-2),0.00958537191998482,1.79482522665276,0,0.999991772906147,0.999999999903201
CD119 (IFN-γ R α chain),0.00431948683572539,1.03877598730687,0,0.999992013017761,0.999999999903201
CD200 (OX2),0.0264309507984369,1.50171405996283,0,0.999994867752323,0.999999999903201
CD150 (SLAM),0.0188816861053168,2.06554379152141,0,0.999996083407381,0.999999999903201
CD154,0.00667175363768648,1.81300462682245,0,0.999999120915858,0.999999999903201
IgM,0.00284636159019508,0.188640079528331,0,0.999999783697015,0.999999999903201
CD74,0.00562980524270807,0.725428953183522,0,0.999999999903201,0.999999999903201
