,logFC,AveExpr,t,P.Value,adj.P.Val
CD49b,1.46541934170413,-0.0833522832602325,77.4032078079455,0,0
CD142,0.3540602047648,0.619540426378339,17.5847309816536,1.04556051203236e-68,1.1501165632356e-67
CD38,0.291399611484118,0.512117427269703,12.4362321928753,1.33512675658588e-35,1.20946776773074e-34
CD95 (Fas),0.272343528346789,0.618402856460441,12.0100861467521,2.37730402263713e-33,2.03391566381176e-32
CD9,0.2892998284294,0.0115511335006438,8.77876590583317,9.31547648606314e-19,6.83134942311297e-18
CD29,0.242328411334527,0.428092551203392,8.62470675386683,3.59256526438369e-18,2.51479568506858e-17
CD49f,0.224133244778163,1.46276723300549,7.77441061577791,4.08207355209767e-15,2.51455730809216e-14
CD112 (Nectin-2),0.0989163757330283,0.871222672367256,0,0.532415081894555,1
GPR56,0.0586391035558796,1.03894433864721,0,0.992879526649366,1
CD24,0.0654516723369355,2.04337792762822,0,0.996994384703404,1
TCR Vδ2,0.0486986607552353,0.585130826281763,0,0.998621940673928,1
CD223 (LAG-3),0.0541010469127895,1.63313899402876,0,0.999786318209856,1
NKp80,0.0562539564196139,1.9919010986227,0,0.999840679282338,1
CD57 Recombinant,0.0343099115463394,1.18431918367812,0,0.999974996989872,1
CD56 (NCAM),0.0315936621145195,1.10295520944695,0,0.999983994046359,1
CD79b (Igβ),0.0454989895191279,1.11040007192754,0,0.999984511007446,1
CD303 (BDCA-2),0.0474985202014174,1.79482522665276,0,0.99998652863195,1
CD194 (CCR4),0.0232660907646149,0.922421355738711,0,0.999992075549041,1
CD152 (CTLA-4),0.0416875902693657,1.65899827521498,0,0.999992912170798,1
CD158e1 (KIR3DL1; NKB1),0.0341426282210122,1.29572185970927,0,0.999995561001076,1
CD272 (BTLA),0.034100042989965,1.63649422791094,0,0.999998720939295,1
CX3CR1,0.0496269824803103,1.23096809835028,0,0.999998840169066,1
CD94,0.0206158789503272,1.04800416742025,0,0.999999126772603,1
CD146,0.0187014945994686,0.989089788735146,0,0.999999362353247,1
CD73 (Ecto-5'-nucleotidase),0.0158889291257888,1.0077184107336,0,0.999999422312117,1
CD279 (PD-1),0.0418727653264313,2.12116430712785,0,0.999999575255309,1
CD274 (B7-H1; PD-L1),0.0271677098603193,0.866928390606601,0,0.999999620945605,1
CD268 (BAFF-R),0.014707473689383,0.914448202378959,0,0.99999969314685,1
CD319 (CRACC),0.0264822877305334,1.47731437222777,0,0.999999908362069,1
TIGIT (VSTM3),0.0299393581638987,1.07965234718469,0,0.99999991263268,1
CD3,0.00440745034896622,0.778477006873058,0,0.999999929998776,1
CD335 (NKp46),0.0106212627390706,1.07298112506677,0,0.999999970457287,1
CLEC1B (CLEC2),0.00730022026551139,0.532649228054548,0,0.999999975593555,1
CD37,0.0253177594483812,1.69766563613616,0,0.999999982642117,1
CD137 (4-1BB),0.0287326791040778,2.20915537966045,0,0.9999999864998,1
CD88 (C5aR),0.0216608602769759,1.66378487580594,0,0.999999988809587,1
CD127 (IL-7Rα),0.00669552748761184,1.22622546867355,0,0.999999995980666,1
CD115 (CSF-1R),0.0241027732267424,1.82112612455166,0,0.999999997105434,1
CD62P (P-Selectin),0.00257477213023792,1.00835833002895,0,0.999999997638318,1
CD154,0.0294900525112321,1.81300462682245,0,0.999999999292313,1
KLRG1 (MAFA),0.00282190412149384,0.528686788102545,0,0.999999999521407,1
TCR Vα7.2,0.00381176557165757,1.37140582010695,0,0.999999999727523,1
CD28,0.0143457456201734,0.811188022765215,0,0.999999999848815,1
CD163,0.0165178929076915,0.73611183999198,0,0.999999999900642,1
CD161,0.00285454577945119,1.4096868035621,0,0.999999999959954,1
LOX-1,0.0237566875329789,1.05734277703682,0,0.999999999974805,1
CD42b,2.7260025540469e-04,1.29770522171493,0,0.999999999987414,1
CD270 (HVEM; TR2),0.0184200188546625,1.66534369579934,0,0.999999999997932,1
CD150 (SLAM),0.0248036601220615,2.06554379152141,0,0.999999999998206,1
CD183 (CXCR3),0.0127625132751601,1.10079957070775,0,0.999999999998301,1
CD122 (IL-2Rβ),0.00127175625709025,0.737852589583556,0,0.999999999998644,1
CD26,0.00156834204993712,1.93546148821706,0,0.999999999999066,1
CD23,0.0272009289292649,1.03445682405309,0,0.999999999999852,1
CD314 (NKG2D),0.0011298960014335,1.59985894831604,0,0.999999999999995,1
CD83,0.00750082522862971,1.73982745395109,0,0.999999999999999,1
CD134 (OX40),0.0137886298424939,1.54026287275704,0,1,1
CD200 (OX2),0.00997867358315055,1.50171405996283,0,1,1
