,logFC,AveExpr,t,P.Value,adj.P.Val
IgM,1.16967119394566,0.188640079528331,59.2502551930464,0,0
Ig light chain κ,2.09183403559815,0.114473659625293,93.5913916244529,0,0
Ig light chain λ,2.09136018775315,0.0722884751187638,87.1131324337637,0,0
CD32,0.58277851735978,0.635112370860289,13.1228137486829,2.19141731968761e-39,8.4369566807973e-38
CD172a (SIRPα),0.396210073182952,1.39992027667995,9.77307514486509,8.82064378099457e-23,2.71675828454633e-21
CD11c,0.430927675509497,0.69017471220307,9.62416293575734,3.75480123849393e-22,9.63732317880109e-21
CD54,0.377593045990752,0.388510194361698,8.18646398568655,1.47316135481902e-16,3.24095498060185e-15
CD71,0.310253533330933,0.132681740807897,6.58980358092055,2.28924040102038e-11,4.40678777196422e-10
CD31,0.283761503371476,0.424914531395547,5.68191161175385,6.80662627522001e-09,1.16468938487098e-07
CD44,0.2534292468738,0.573967137184777,4.92805512496737,4.20513892185454e-07,6.475913939656e-06
CD9,0.251739941825467,0.0115511335006438,4.50061886295273,3.41799626270963e-06,4.78519476779348e-05
CD1c,0.235045998413154,0.349869433610344,3.74436031876165,9.08273756932668e-05,9.99101132625934e-04
CLEC12A,0.218902799901372,0.496937927355483,3.45144829424685,2.79703065935441e-04,0.00287161814360386
CD33,0.196073539570851,0.772586404402423,3.11215482722745,9.3070160197718e-04,0.00895800291903036
CD101 (BB27),0.161210463357761,0.301770302371088,2.62097201949789,0.00438920975526199,0.039761076606491
CD48,0.189901650601696,0.908240729710604,2.36555575155793,0.00900900453631588,0.0730203525575076
CD328 (Siglec-7),0.170395797150048,0.630123841750998,2.29460844858838,0.0108859265294216,0.0838216342765461
CD49d,0.159576073260589,0.515379718674504,2.25031350784097,0.0122230696685434,0.0896358442359848
CD162,0.168205270959787,0.709447284596907,2.09454962181093,0.0181154335236062,0.126808034665244
CD39,0.157163345068178,1.49350262340341,1.98416332813137,0.0236295922596072,0.158215530781718
HLA-DR; DP; DQ,0.153416575071702,0.702218365151387,1.37855512503176,0.0840281547628375,0.514022643212629
CD58 (LFA-3),0.126070140918557,0.853256405548256,1.3400851441733,0.0901208530307857,0.514022643212629
CD45,0.133961793134762,0.801180366681971,1.09234231970965,0.137351721750563,0.755434469628096
CD81 (TAPA-1),0.116806969808204,0.327376030602703,0.858149268464344,0.195413142238617,0.999999999766898
CD18,0.115624221499738,0.519927374221068,0.524413757867063,0.299999983668623,0.999999999766898
CD112 (Nectin-2),0.103586248635316,0.871222672367256,0.172177003807519,0.431650563608231,0.999999999766898
CD305 (LAIR1),0.0980871096234491,0.946495185218021,0,0.525260860181086,0.999999999766898
CD11b,0.0969137592142577,0.6544244209998,0,0.541165712468134,0.999999999766898
CD155 (PVR),0.092599511079346,0.57458162521393,0,0.615945301486502,0.999999999766898
CD29,0.0912477448745534,0.428092551203392,0,0.632769399542478,0.999999999766898
CD11a,0.0873028550901097,0.606720338250999,0,0.654303924665975,0.999999999766898
CD99,0.0803955539500864,0.81121057744433,0,0.740141843355904,0.999999999766898
CD13,0.0786989438932731,1.19103508500602,0,0.7856941062909,0.999999999766898
CD45RO,0.0818028048888409,0.874997340456184,0,0.801127089582922,0.999999999766898
CD196 (CCR6),0.0802295703111625,0.692716255742316,0,0.807209433647398,0.999999999766898
CD275 (B7-H2; B7-RP1; ICOSL),0.0835354374014804,1.23597042193114,0,0.811027655700409,0.999999999766898
CD64,0.0738251993161555,0.828464439898108,0,0.819263335856872,0.999999999766898
CD4,0.0567736783033392,0.652312193991929,0,0.925110010883733,0.999999999766898
CD69,0.0589636049766725,0.552536383858958,0,0.931099173103351,0.999999999766898
CD141 (Thrombomodulin),0.0648040183625059,0.265052821046884,0,0.944674819848385,0.999999999766898
CD169 (Sialoadhesin; Siglec-1),0.0663695891204993,2.03362837775655,0,0.947324663483264,0.999999999766898
CD354 (TREM-1),0.0537104840879671,0.418021486117956,0,0.966888253727563,0.999999999766898
CD116,0.0597699519838144,1.11578505189395,0,0.97280726732165,0.999999999766898
CD244 (2B4),0.0393824012549382,0.905056229785779,0,0.985998058075928,0.999999999766898
CD352 (NTB-A),0.0339082603330588,1.0928878259069,0,0.994557973172067,0.999999999766898
CD43,0.0229700088702393,0.962775234644518,0,0.997325762912166,0.999999999766898
CD5,0.0077572005721431,0.154685507922868,0,0.997539067038974,0.999999999766898
CD55,0.0190570002017412,1.00312687868987,0,0.997631541674618,0.999999999766898
CD16,0.0239181483658094,0.257171517786703,0,0.99824272435037,0.999999999766898
CD304 (Neuropilin-1),0.0231100366212965,0.463080282415288,0,0.998649287686233,0.999999999766898
CD63,0.0110343904643122,0.237202122400423,0,0.999152842675888,0.999999999766898
CD73 (Ecto-5'-nucleotidase),0.0129950572905623,1.0077184107336,0,0.999369610457514,0.999999999766898
CD40,0.0144391123452467,0.545101706739885,0,0.999446747833194,0.999999999766898
CD319 (CRACC),0.0243339621297977,1.47731437222777,0,0.999702894412838,0.999999999766898
CD274 (B7-H1; PD-L1),0.0173765331564232,0.866928390606601,0,0.999834384755488,0.999999999766898
CD14,0.00464260878817914,1.25983804362309,0,0.999921555607657,0.999999999766898
CD85j (ILT2),0.0236894555081232,1.20624146977153,0,0.99993611589294,0.999999999766898
CD47,0.00186952219549162,0.274906326292102,0,0.999956455101533,0.999999999766898
CD195 (CCR5),0.0114940200368412,1.13626116380937,0,0.999982536240026,0.999999999766898
CD74,0.0196909916444785,0.725428953183522,0,0.999999997014034,0.999999999766898
