,logFC,AveExpr,t,P.Value,adj.P.Val
CD5,0.95936384566359,0.154685507922868,17.2324465073777,4.25654068910455e-66,6.55507266122101e-64
CD2,0.552246319497169,0.348509118608506,12.7328297976584,3.26992948655508e-37,2.51784570464741e-35
CD48,0.768841220655947,0.908240729710604,11.9274227770627,6.36627959832567e-33,3.26802352714051e-31
CD49a,0.490265009282067,1.03599205898138,9.60979905210919,4.31295466784438e-22,1.66048754712009e-20
CD103 (Integrin αE),0.48973840299618,1.03948166221327,9.50253566993433,1.20639634667106e-21,3.71570074774687e-20
CD44,0.526831546212228,0.573967137184777,9.29141747231432,8.84278862890454e-21,2.26964908141883e-19
CD99,0.504222476985942,0.81121057744433,8.99653782603322,1.32900010920046e-19,2.92380024024102e-18
CD32,0.586123079014014,0.635112370860289,8.9553657637794,1.92726097977341e-19,3.70997738606382e-18
CD8,0.41902874833633,0.443980250120954,8.32748916184265,4.55064389566584e-17,7.78665733258376e-16
CD45,0.452596483057044,0.801180366681971,7.68606731058728,8.14442510616014e-15,1.25424146634866e-13
CD54,0.479834368793523,0.388510194361698,7.59171842933899,1.68888350103595e-14,2.36443690145034e-13
CD45RO,0.314078292513416,0.874997340456184,6.74269670244325,8.11100307352052e-12,1.03505093694061e-10
CD162,0.423447114098646,0.709447284596907,6.73184419315342,8.737442974174e-12,1.03505093694061e-10
CD11a,0.405786793107558,0.606720338250999,6.47939570049339,4.77500242240028e-11,5.25250266464031e-10
CD172a (SIRPα),0.384562286511192,1.39992027667995,6.36307169464494,1.02285566804364e-10,1.05013181919147e-09
CD7,0.303429795080829,0.51960153645512,5.2281805643384,8.69553532529336e-08,8.36945275059486e-07
CD4,0.32037367706184,0.652312193991929,4.97681341144521,3.27445259766713e-07,2.96626882376905e-06
CD11c,0.32916774572774,0.69017471220307,4.51690993503453,3.16578895354979e-06,2.70850832692593e-05
CD18,0.293392668417716,0.519927374221068,4.39920049503685,5.47689554977201e-06,4.43916797192047e-05
CD1c,0.323250869479886,0.349869433610344,4.19514651611609,1.37276464811758e-05,1.05702877905054e-04
CD3,0.271506922687372,0.778477006873058,4.08748601699292,2.19381795508771e-05,1.60879983373099e-04
CD39,0.245768466210458,1.49350262340341,3.42911008947965,3.03746362151745e-04,0.00212622453506221
CD195 (CCR5),0.207503655529019,1.13626116380937,3.407211858139,3.29171432878544e-04,0.00220401742014329
CD278 (ICOS),0.217917055380792,1.35578490443172,3.31941072003096,4.52311402603873e-04,0.00290233150004152
CD43,0.233866852730018,0.962775234644518,3.28041586500217,5.19671176638704e-04,0.00314013341130546
CD26,0.205930040997719,1.93546148821706,3.2747738785358,5.30152394116507e-04,0.00314013341130546
CD49d,0.220468267453272,0.515379718674504,3.0839112895075,0.00102369061223544,0.00583882793645397
CD29,0.213155078041201,0.428092551203392,2.97217186918176,0.0014812853330534,0.00814706933179372
CD101 (BB27),0.188107211717972,0.301770302371088,2.5568557976524,0.00528692622309756,0.0271395546119008
CD9,0.218819375601458,0.0115511335006438,2.38845821992711,0.00846689450839187,0.0420613469126564
CLEC12A,0.201714618658586,0.496937927355483,2.00101675719838,0.0227059438294915,0.109272354679428
integrin β7,0.160940243958903,0.586057489516863,1.60477449370942,0.0542841871100231,0.245875435733634
CD155 (PVR),0.157525217976919,0.57458162521393,1.5533330437328,0.0601842882322661,0.264810868221971
CD52,0.15425038752148,0.758460253639089,1.47754827748647,0.0697767964380327,0.29848962920714
CD69,0.159506437966758,0.552536383858958,1.45855286070378,0.0723565070422454,0.301159515797454
CD305 (LAIR1),0.162039730335538,0.946495185218021,1.39275611445056,0.081859002608808,0.33174437899359
CD95 (Fas),0.144788594442203,0.618402856460441,1.35290004514439,0.0880558574674685,0.347707744871542
CD31,0.160908781366494,0.424914531395547,1.27637388228028,0.100923417464379,0.38855515723786
CD11b,0.143721815020402,0.6544244209998,0.992506971653893,0.160484636910984,0.602795953275403
CD352 (NTB-A),0.130637626967246,1.0928878259069,0.800120391683728,0.211828028303851,0.776702770447453
CD58 (LFA-3),0.119854858352939,0.853256405548256,0.691693775149719,0.244571168108497,0.85599908837974
CD27,0.116097460450201,0.664593431728493,0.381820397363118,0.351300647368375,0.999995487163813
CD81 (TAPA-1),0.102343611261325,0.327376030602703,0.0810992901681952,0.46768213582856,0.999995487163813
CD33,0.0982246701206241,0.772586404402423,0,0.515551635948451,0.999995487163813
HLA-DR; DP; DQ,0.0920122862306066,0.702218365151387,0,0.555947574690593,0.999995487163813
CD304 (Neuropilin-1),0.0942740851987077,0.463080282415288,0,0.560177377055685,0.999995487163813
CD279 (PD-1),0.0937411607612681,2.12116430712785,0,0.590918556974449,0.999995487163813
CD194 (CCR4),0.0892549028153008,0.922421355738711,0,0.603379509554703,0.999995487163813
CD49f,0.0856089003205129,1.46276723300549,0,0.651979828618739,0.999995487163813
CD112 (Nectin-2),0.0867487223994822,0.871222672367256,0,0.666824680002509,0.999995487163813
HLA-A;B;C,0.0779158959786519,0.393866461771909,0,0.697504926203893,0.999995487163813
CD13,0.0761978219126023,1.19103508500602,0,0.725573663067297,0.999995487163813
CD25,0.0735146234250773,0.729570843962221,0,0.738293563236549,0.999995487163813
CD94,0.0747648893344083,1.04800416742025,0,0.745064999314776,0.999995487163813
CD28,0.0747338862439782,0.811188022765215,0,0.789829567506145,0.999995487163813
CD244 (2B4),0.0596924321396376,0.905056229785779,0,0.839022776641656,0.999995487163813
TCR α/β,0.0642474912042863,1.24037782987113,0,0.841743137813514,0.999995487163813
IgD,0.0582196935477818,0.60693098538978,0,0.848272122626057,0.999995487163813
CD16,0.0584453087821419,0.257171517786703,0,0.860061136270624,0.999995487163813
CD275 (B7-H2; B7-RP1; ICOSL),0.0700728805220638,1.23597042193114,0,0.861291050551347,0.999995487163813
FcεRIα,0.0583687671529853,0.909708053260909,0,0.87829915306144,0.999995487163813
CD196 (CCR6),0.0586788771786818,0.692716255742316,0,0.890467770706655,0.999995487163813
CD55,0.0436018271498452,1.00312687868987,0,0.909053749867121,0.999995487163813
CD127 (IL-7Rα),0.0492332723767956,1.22622546867355,0,0.91325792635599,0.999995487163813
CD192 (CCR2),0.0559468084725891,1.44282734452608,0,0.936678105345063,0.999995487163813
HLA-DR,0.0380828604136308,-0.00266868830092043,0,0.936933568890162,0.999995487163813
CD86,0.0264371055582874,0.720759657943788,0,0.950639592402903,0.999995487163813
CD328 (Siglec-7),0.0221506522047549,0.630123841750998,0,0.960739976602867,0.999995487163813
CD116,0.0455184804401062,1.11578505189395,0,0.961276160814674,0.999995487163813
CD272 (BTLA),0.0406943974811654,1.63649422791094,0,0.966784610717624,0.999995487163813
CD268 (BAFF-R),0.0269721775689025,0.914448202378959,0,0.968598063280392,0.999995487163813
CD141 (Thrombomodulin),0.0390324736141017,0.265052821046884,0,0.96946177080824,0.999995487163813
CD146,0.0260653525129873,0.989089788735146,0,0.972501641211592,0.999995487163813
CD14,0.0258517136543412,1.25983804362309,0,0.975369797282439,0.999995487163813
LOX-1,0.0461713667424232,1.05734277703682,0,0.97789419835125,0.999995487163813
CD123,0.0160400764442049,1.05812134539311,0,0.9803915551418,0.999995487163813
CD84,0.0331599895462566,0.742574288511448,0,0.981743640219635,0.999995487163813
CD226 (DNAM-1),0.0231358008964643,1.21508142843796,0,0.983259254838194,0.999995487163813
CD314 (NKG2D),0.0366529871598886,1.59985894831604,0,0.984036049504285,0.999995487163813
CD24,0.0375604392707319,2.04337792762822,0,0.984311739159114,0.999995487163813
CD47,0.0164882410182917,0.274906326292102,0,0.985412852321706,0.999995487163813
CD183 (CXCR3),0.0364660012199877,1.10079957070775,0,0.986066111947018,0.999995487163813
CD158 (KIR2DL1/S1/S3/S5),0.0261050070735817,0.910696300705089,0,0.987554651488388,0.999995487163813
CD200 (OX2),0.0474306951947817,1.50171405996283,0,0.98912480523096,0.999995487163813
CD274 (B7-H1; PD-L1),0.0217716652390607,0.866928390606601,0,0.989543741995025,0.999995487163813
TIGIT (VSTM3),0.0274055771880007,1.07965234718469,0,0.99056808882088,0.999995487163813
CD163,0.0284608951407987,0.73611183999198,0,0.990993412642175,0.999995487163813
CD62L,0.00761240094247515,0.383241043937709,0,0.993495241411619,0.999995487163813
CD64,0.00542935452073819,0.828464439898108,0,0.993642441022894,0.999995487163813
CD161,0.0144789242278878,1.4096868035621,0,0.993846277530896,0.999995487163813
CD169 (Sialoadhesin; Siglec-1),0.0227947545369717,2.03362837775655,0,0.994154128632083,0.999995487163813
CD134 (OX40),0.0342718324739643,1.54026287275704,0,0.995985939092299,0.999995487163813
CD151 (PETA-3),0.00699655824815693,0.326321862093529,0,0.996290832168172,0.999995487163813
CD150 (SLAM),0.030102009837023,2.06554379152141,0,0.997472772326895,0.999995487163813
CD267 (TACI),0.00773534854126589,1.42072503705868,0,0.998992647137757,0.999995487163813
CD85j (ILT2),0.0090526528321012,1.20624146977153,0,0.999117754581401,0.999995487163813
CX3CR1,0.0207630512897715,1.23096809835028,0,0.999362410465784,0.999995487163813
CD270 (HVEM; TR2),0.00930708439356148,1.66534369579934,0,0.99961370407943,0.999995487163813
CD40,5.21133974280974e-04,0.545101706739885,0,0.999616502890138,0.999995487163813
CD74,0.024180726003198,0.725428953183522,0,0.999901870349404,0.999995487163813
IgE,5.85384951074523e-04,1.80959050771807,0,0.999957679136628,0.999995487163813
CD23,0.00163001069241826,1.03445682405309,0,0.999995487163813,0.999995487163813
