,logFC,AveExpr,t,P.Value,adj.P.Val
CD36,0.495222627920206,0.24757954472026,11.3751973950965,3.87817628863635e-30,5.97239148449998e-28
CD33,0.60004039781422,0.772586404402423,9.94999486573055,1.5345509889532e-23,1.18160426149397e-21
CD55,0.503319641458682,1.00312687868987,8.63950932038739,3.15874541435963e-18,1.62148931270461e-16
CD11b,0.517123853375911,0.6544244209998,8.58228061663403,5.18897506340817e-18,1.99775539941214e-16
CD35,0.529861270211655,0.423183545913806,8.14840830931233,2.01597766600305e-16,6.20921121128938e-15
CD11a,0.457773455979637,0.606720338250999,6.87109884834261,3.33452479561344e-12,7.33595455034956e-11
CD11c,0.475273066425583,0.69017471220307,6.70405603312365,1.05654598296265e-11,2.0338510172031e-10
IgM,0.225060734702652,0.188640079528331,4.25521258567191,1.05176274044074e-05,1.34976218356562e-04
CD45,0.274118492587036,0.801180366681971,3.44011853523781,2.91666905894455e-04,0.00345513103905739
CD18,0.262388742426527,0.519927374221068,3.3480502650156,4.0809706201472e-04,0.00448906768216192
CLEC12A,0.271559702281821,0.496937927355483,3.05903844802292,0.00111256246921056,0.0114223080172284
CD172a (SIRPα),0.201162354746052,1.39992027667995,2.05026834186123,0.0201793967951502,0.16355932139227
CD328 (Siglec-7),0.168268142558776,0.630123841750998,1.36691121018057,0.0858387395767021,0.600871177036914
CD93,0.145188287964138,0.747912441060473,1.16498539708595,0.122023422914677,0.817026396906966
CD32,0.163020544181616,0.635112370860289,1.05225630982835,0.14635669313347,0.88039033616638
Ig light chain κ,0.130917353392464,0.114473659625293,0.89237095677592,0.186105543548373,0.999519908906426
TCR α/β,0.117948266764137,1.24037782987113,0.455771028195935,0.324281242793619,0.999519908906426
CD223 (LAG-3),0.114111691855489,1.63313899402876,0.425600281893503,0.335203183300269,0.999519908906426
CD95 (Fas),0.114989511530029,0.618402856460441,0.410381769195781,0.340766431808108,0.999519908906426
CD107a (LAMP-1),0.114353765979066,0.369499932774569,0.327565965832116,0.371623142281313,0.999519908906426
CD47,0.112474965005858,0.274906326292102,0.290458014935014,0.385735692321076,0.999519908906426
CD63,0.111623084284648,0.237202122400423,0.250661940514153,0.401042312256087,0.999519908906426
CD64,0.100976607726264,0.828464439898108,0.0209158192769267,0.491665007987828,0.999519908906426
CD83,0.0966311457894725,1.73982745395109,0,0.54539621862889,0.999519908906426
CD141 (Thrombomodulin),0.0911302113279018,0.265052821046884,0,0.597532941410648,0.999519908906426
CD150 (SLAM),0.0898478527909302,2.06554379152141,0,0.643980705602866,0.999519908906426
CD183 (CXCR3),0.0857174057439738,1.10079957070775,0,0.672965046624015,0.999519908906426
CD146,0.0774921320428449,0.989089788735146,0,0.70094247587445,0.999519908906426
CD86,0.0710245060627298,0.720759657943788,0,0.719542368059682,0.999519908906426
CD57 Recombinant,0.0706420433927619,1.18431918367812,0,0.761880035121419,0.999519908906426
CD200 (OX2),0.0782939105045175,1.50171405996283,0,0.804787734693076,0.999519908906426
CD13,0.061721460120342,1.19103508500602,0,0.808992972726561,0.999519908906426
CD194 (CCR4),0.0592489746965898,0.922421355738711,0,0.816402466600424,0.999519908906426
CD16,0.0606158963567367,0.257171517786703,0,0.823420950977369,0.999519908906426
CD62P (P-Selectin),0.0605215541741914,1.00835833002895,0,0.823539582598311,0.999519908906426
CD73 (Ecto-5'-nucleotidase),0.059053364343434,1.0077184107336,0,0.824100370724339,0.999519908906426
CD314 (NKG2D),0.064209984824052,1.59985894831604,0,0.864033696979423,0.999519908906426
CD85j (ILT2),0.0633016561867534,1.20624146977153,0,0.871167190206119,0.999519908906426
CD79b (Igβ),0.0605304578966942,1.11040007192754,0,0.882132669253946,0.999519908906426
CD244 (2B4),0.0443759783838276,0.905056229785779,0,0.892904836208899,0.999519908906426
CD49a,0.0438296647506752,1.03599205898138,0,0.895662674398073,0.999519908906426
CD134 (OX40),0.0618625590892104,1.54026287275704,0,0.918376846809744,0.999519908906426
CD25,0.0337327699769584,0.729570843962221,0,0.927788084133456,0.999519908906426
Ig light chain λ,0.0456549261432093,0.0722884751187638,0,0.927935073159961,0.999519908906426
CD192 (CCR2),0.0524864863158996,1.44282734452608,0,0.932307531393027,0.999519908906426
CD161,0.0421559339838069,1.4096868035621,0,0.935727572832696,0.999519908906426
CD88 (C5aR),0.0438387348632976,1.66378487580594,0,0.942516485824983,0.999519908906426
CD69,0.0238268838530572,0.552536383858958,0,0.957663468702594,0.999519908906426
CD226 (DNAM-1),0.0309558588268126,1.21508142843796,0,0.958222609876457,0.999519908906426
CD195 (CCR5),0.0393548653535589,1.13626116380937,0,0.959274204069104,0.999519908906426
CD142,0.031541393852063,0.619540426378339,0,0.968830189377003,0.999519908906426
CD42b,0.0231523188581539,1.29770522171493,0,0.975317157769242,0.999519908906426
CD305 (LAIR1),0.0112126728151325,0.946495185218021,0,0.976404587397712,0.999519908906426
