,logFC,AveExpr,t,P.Value,adj.P.Val
HLA-DR; DP; DQ,0.914585501666785,0.702218365151387,23.8208417354848,4.97467204950947e-123,7.66099495624459e-121
HLA-DR,0.596202385831912,-0.00266868830092043,20.459265513035,7.44639093019976e-92,5.73372101625381e-90
CD86,0.51872712497535,0.720759657943788,15.4767949323114,7.6860848560744e-54,3.94552355945152e-52
CD11c,0.561900605701126,0.69017471220307,15.2212647244653,3.67280879093848e-52,1.41403138451132e-50
CD172a (SIRPα),0.353087039240148,1.39992027667995,9.46179749924905,1.77779918965189e-21,5.47562150412781e-20
CD54,0.362243647596467,0.388510194361698,8.76324753617188,1.06833070600241e-18,2.74204881207285e-17
CD1c,0.339342906724026,0.349869433610344,7.51949724246179,2.93439414366179e-14,5.64870872654894e-13
CD127 (IL-7Rα),0.245367025547968,1.22622546867355,6.51552286595334,3.75893055829702e-11,6.43194784419713e-10
CD39,0.259418579693786,1.49350262340341,6.27005064306759,1.86329636836885e-10,2.86947640728803e-09
CD32,0.269178590752825,0.635112370860289,5.21070828647459,9.55381052373871e-08,1.33753347332342e-06
CD48,0.25767485750816,0.908240729710604,4.70110876251299,1.30740281838451e-06,1.67783361692679e-05
CD58 (LFA-3),0.16748338053577,0.853256405548256,3.93059387854683,4.25934872382558e-05,4.68528359620814e-04
CD33,0.186194740129603,0.772586404402423,3.16381074829892,7.804306167429e-04,0.00706978323402391
CD116,0.157903361931679,1.11578505189395,3.13772822019204,8.53265410807849e-04,0.00730015962580049
CD112 (Nectin-2),0.152991005724973,0.871222672367256,2.88276500548199,0.00197432314996226,0.0153277131329417
CD72,0.176678987938902,0.901884097628008,2.88017389069702,0.00199061209518723,0.0153277131329417
CD71,0.175269018850339,0.132681740807897,2.67311566684583,0.00376233248527367,0.0275904382253402
CD44,0.171544839657187,0.573967137184777,2.60386250469406,0.00461436507096905,0.0323005554967833
CD13,0.158841811325588,1.19103508500602,2.47776534778877,0.00661687307245972,0.0443042805721216
CD45,0.149201448560143,0.801180366681971,1.79315720521116,0.0364858211509672,0.216108325278806
CD4,0.0910403546898137,0.652312193991929,0,0.632427087505047,0.999999999922024
CD83,0.0886199229770968,1.73982745395109,0,0.761331717607912,0.999999999922024
CLEC12A,0.0773498274133343,0.496937927355483,0,0.771855603869444,0.999999999922024
CD18,0.0785559866537785,0.519927374221068,0,0.79261543123861,0.999999999922024
CD328 (Siglec-7),0.0759556103297384,0.630123841750998,0,0.812740427679474,0.999999999922024
LOX-1,0.0784856029660545,1.05734277703682,0,0.910623349439588,0.999999999922024
FcεRIα,0.0603611800716521,0.909708053260909,0,0.968335913604312,0.999999999922024
CD137 (4-1BB),0.0630730012271976,2.20915537966045,0,0.98163908067785,0.999999999922024
CD134 (OX40),0.065092969394149,1.54026287275704,0,0.990709952028443,0.999999999922024
CD244 (2B4),0.042591969282818,0.905056229785779,0,0.990809240231896,0.999999999922024
CD123,0.0408395251606517,1.05812134539311,0,0.990965045607334,0.999999999922024
CD270 (HVEM; TR2),0.0616140871097283,1.66534369579934,0,0.991007614672466,0.999999999922024
CD74,0.0686959780235703,0.725428953183522,0,0.994927929474755,0.999999999922024
CD5,0.0174732413962082,0.154685507922868,0,0.997206712847307,0.999999999922024
CD195 (CCR5),0.0459799041740243,1.13626116380937,0,0.997894988499882,0.999999999922024
CD319 (CRACC),0.0436544305494545,1.47731437222777,0,0.998121923168188,0.999999999922024
CD103 (Integrin αE),0.0283360396048335,1.03948166221327,0,0.99825433494054,0.999999999922024
CD42b,0.03444932900965,1.29770522171493,0,0.998923803463583,0.999999999922024
CD56 (NCAM),0.029912229920622,1.10295520944695,0,0.998993667766928,0.999999999922024
CD40,0.0267087100793619,0.545101706739885,0,0.999218989590542,0.999999999922024
CD25,0.0213627669606361,0.729570843962221,0,0.999229628642615,0.999999999922024
CD28,0.0392362706043776,0.811188022765215,0,0.99940132256015,0.999999999922024
CD305 (LAIR1),0.0135248008149769,0.946495185218021,0,0.999422957617046,0.999999999922024
CD79b (Igβ),0.0408562480023765,1.11040007192754,0,0.999475158467517,0.999999999922024
CD45RO,0.0377227168384179,0.874997340456184,0,0.999478602694549,0.999999999922024
CD63,0.0154239863917149,0.237202122400423,0,0.999617729977698,0.999999999922024
CD194 (CCR4),0.0142126416414473,0.922421355738711,0,0.999767012415117,0.999999999922024
IgE,0.0392512201381409,1.80959050771807,0,0.999768408888205,0.999999999922024
CD141 (Thrombomodulin),0.0317987339950184,0.265052821046884,0,0.999769167813231,0.999999999922024
CD85j (ILT2),0.0383125217219224,1.20624146977153,0,0.999775116883605,0.999999999922024
CD62P (P-Selectin),0.0191067491316827,1.00835833002895,0,0.999775395317387,0.999999999922024
CD101 (BB27),0.0253800093331684,0.301770302371088,0,0.999852389309647,0.999999999922024
CD3,0.00896128926480183,0.778477006873058,0,0.999863507050839,0.999999999922024
CD274 (B7-H1; PD-L1),0.0258705139726148,0.866928390606601,0,0.999868331782904,0.999999999922024
CD64,0.00541679098417307,0.828464439898108,0,0.999922036986775,0.999999999922024
CD267 (TACI),0.0308132137586892,1.42072503705868,0,0.999928771634112,0.999999999922024
CD354 (TREM-1),0.015256490474793,0.418021486117956,0,0.999930536264444,0.999999999922024
IgM,0.0378124063568893,0.188640079528331,0,0.99995228105733,0.999999999922024
CD107a (LAMP-1),0.00639935696702711,0.369499932774569,0,0.999962865027576,0.999999999922024
CD304 (Neuropilin-1),0.00943355539579795,0.463080282415288,0,0.999969381387445,0.999999999922024
CD150 (SLAM),0.038193639664898,2.06554379152141,0,0.999982926851434,0.999999999922024
CD223 (LAG-3),0.0231798745505484,1.63313899402876,0,0.999990319393214,0.999999999922024
CD122 (IL-2Rβ),0.0123224725560448,0.737852589583556,0,0.999996147427053,0.999999999922024
CD84,0.0137326345544382,0.742574288511448,0,0.999996764452329,0.999999999922024
CD131,0.00342053610469019,1.45208030358869,0,0.999998583971588,0.999999999922024
CD161,0.00319573957450046,1.4096868035621,0,0.999998910307264,0.999999999922024
CD279 (PD-1),0.0227147867004343,2.12116430712785,0,0.999998954262648,0.999999999922024
CD314 (NKG2D),0.0151046172708296,1.59985894831604,0,0.999999226337192,0.999999999922024
CD183 (CXCR3),0.015319154803667,1.10079957070775,0,0.99999951751173,0.999999999922024
CD23,0.0293104097813512,1.03445682405309,0,0.999999860645031,0.999999999922024
