,logFC,AveExpr,t,P.Value,adj.P.Val
CD45RA,1.04319178713589,-0.0118257581888448,64.9214125412717,0,0
CD20,0.781311321370373,0.860969458601134,44.2774363301397,0,0
CD19,0.707197138958516,0.554347015491645,38.3344450597807,1.35356263214267e-304,6.9482881783324e-303
CD82,0.287382849667377,0.69759698252044,18.8168569219242,3.16254007865482e-78,3.74639363163725e-77
CD22,0.289569410984136,0.519971178953177,12.5090923275471,5.40962987757553e-36,5.55388667431088e-35
CD352 (NTB-A),0.249354190708721,1.0928878259069,10.9672663479186,3.66345827868285e-28,2.96932934166926e-27
HLA-A;B;C,0.255369881609993,0.393866461771909,10.2313171243392,8.9369108249586e-25,6.55373460496964e-24
CD196 (CCR6),0.176034720793788,0.692716255742316,6.35914438340945,1.04926403977287e-10,5.38622207083408e-10
CD35,0.188061390439507,0.423183545913806,5.17855347829694,1.13521026884574e-07,4.60058898426958e-07
CD21,0.170186338746409,0.527461687076997,4.83917368588824,6.59585856112032e-07,2.60451850875008e-06
CD27,0.140796015159014,0.664593431728493,2.72082284866641,0.00326042867019117,0.0111579114490987
CD72,0.14115716163736,0.901884097628008,2.59988565222715,0.00466815327828361,0.0156281653229495
CD95 (Fas),0.129113732691959,0.618402856460441,2.47273132658992,0.0067107601991828,0.021988448312216
CD52,0.132047741113681,0.758460253639089,2.45423995325384,0.00706581777952227,0.0226694987093006
CD62L,0.13154471283099,0.383241043937709,2.24198557031628,0.012489772171641,0.0392535696823004
CD48,0.122128653003281,0.908240729710604,1.10958179945285,0.133600172588967,0.367400474619658
CD24,0.106756163549053,2.04337792762822,0.654876703903534,0.256279516656169,0.668932975678813
CD268 (BAFF-R),0.0891525209956436,0.914448202378959,0,0.780344360539523,1
IgM,0.0895593027237066,0.188640079528331,0,0.864773396335019,1
CD40,0.0593248213196179,0.545101706739885,0,0.998422204385903,1
CD37,0.0637344137863897,1.69766563613616,0,0.999454153754245,1
CD45,0.0319641388285334,0.801180366681971,0,0.999984674294658,1
CD69,0.0391475925194778,0.552536383858958,0,0.999986195987639,1
Podoplanin,0.0539117318833036,2.03908251278808,0,0.999988646062099,1
CD73 (Ecto-5'-nucleotidase),0.0395455367290477,1.0077184107336,0,0.999989804272818,1
CD1c,0.0175378099853325,0.349869433610344,0,0.99999335612872,1
GPR56,0.0392015509719165,1.03894433864721,0,0.999994337235539,1
CD39,0.0285135437001015,1.49350262340341,0,0.999998856821549,1
IgD,0.031561939830709,0.60693098538978,0,0.999998913654794,1
CD185 (CXCR5),0.041757257248465,1.60348764145156,0,0.999999722100918,1
CD183 (CXCR3),0.0482530130968047,1.10079957070775,0,0.999999760079449,1
TCR Vδ2,0.028409218932225,0.585130826281763,0,0.99999982099338,1
CD158e1 (KIR3DL1; NKB1),0.0338967580965899,1.29572185970927,0,0.999999972453812,1
CD61,0.0188142230314676,0.803760345276946,0,0.999999975965515,1
CD335 (NKp46),0.0255024086394482,1.07298112506677,0,0.999999981790992,1
CD158 (KIR2DL1/S1/S3/S5),0.0329992935971282,0.910696300705089,0,0.999999994362574,1
CD109,0.0387328458385588,2.13099293529962,0,0.999999997017788,1
TCR Vα7.2,0.0248136163931736,1.37140582010695,0,0.999999998250556,1
CD152 (CTLA-4),0.0335548222897011,1.65899827521498,0,0.999999999163508,1
CD272 (BTLA),0.0281842594831596,1.63649422791094,0,0.999999999788119,1
CD94,0.0140490970958084,1.04800416742025,0,0.999999999857385,1
CLEC1B (CLEC2),0.011133165893881,0.532649228054548,0,0.999999999906548,1
CD57 Recombinant,0.0136205899650057,1.18431918367812,0,0.999999999958866,1
CD119 (IFN-γ R α chain),0.027532916069095,1.03877598730687,0,0.999999999982256,1
CD146,0.00865356045578307,0.989089788735146,0,0.999999999983239,1
CD25,0.00150948275277455,0.729570843962221,0,0.999999999990047,1
CD62P (P-Selectin),0.00688609454977527,1.00835833002895,0,0.999999999994347,1
CD195 (CCR5),0.0229666824358677,1.13626116380937,0,0.999999999996518,1
CD122 (IL-2Rβ),0.0189903164426226,0.737852589583556,0,0.999999999998128,1
CD79b (Igβ),0.0252109856950472,1.11040007192754,0,0.999999999998341,1
CD161,0.011529827676798,1.4096868035621,0,0.999999999999701,1
CD115 (CSF-1R),0.0220205756231597,1.82112612455166,0,0.999999999999843,1
CD267 (TACI),0.0208787720629624,1.42072503705868,0,0.999999999999867,1
TIGIT (VSTM3),0.0189731611002441,1.07965234718469,0,0.999999999999908,1
CD226 (DNAM-1),0.00358278551391318,1.21508142843796,0,0.999999999999958,1
NKp80,0.022446166601648,1.9919010986227,0,0.999999999999996,1
CD314 (NKG2D),0.0180377714436162,1.59985894831604,0,0.999999999999997,1
CD23,0.0360636472446553,1.03445682405309,0,0.999999999999997,1
CD303 (BDCA-2),0.018895334169661,1.79482522665276,0,0.999999999999999,1
CD150 (SLAM),0.0276224249425373,2.06554379152141,0,1,1
CD28,0.00816071340682979,0.811188022765215,0,1,1
CD319 (CRACC),0.00494861957540485,1.47731437222777,0,1,1
CD154,0.0112821378940175,1.81300462682245,0,1,1
CD279 (PD-1),0.0180386416629466,2.12116430712785,0,1,1
CD223 (LAG-3),0.0088198437552912,1.63313899402876,0,1,1
CD134 (OX40),0.0159415625216617,1.54026287275704,0,1,1
CX3CR1,0.0167021908025352,1.23096809835028,0,1,1
CD192 (CCR2),8.93451128519161e-05,1.44282734452608,0,1,1
CD137 (4-1BB),0.00590021746586599,2.20915537966045,0,1,1
CD83,9.62097007029443e-04,1.73982745395109,0,1,1
CD200 (OX2),0.0200681591449544,1.50171405996283,0,1,1
CD74,0.00850778718888224,0.725428953183522,0,1,1
