,Symbol,logFC,AveExpr,t,P.Value,adj.P.Val
1,C1QA,2.31610915979031,-0.530728869948462,25.8878195912753,5.06187469358535e-145,8.23313918911657e-141
2,MARCO,1.7604347407718,-1.08933571842918,25.8557939689285,1.12170221081845e-144,9.12224322948101e-141
3,APOC1,2.36131288971342,-0.232878587146262,24.9836583877697,2.0399462949184e-135,1.10599088289493e-131
4,C1QB,1.96392784987807,-0.668986919463049,22.0064727547755,5.01587491848368e-106,2.03958013872842e-102
5,FTL,1.57176996726659,3.65229203494393,21.8704184659666,9.13036865568688e-105,2.97010892369494e-101
6,FABP4,1.64263147677745,-0.930626295128829,21.4659700349667,4.6052949889103e-101,1.2484187165771e-97
7,MCEMP1,1.33215727250376,-1.16765088063824,20.7483627453496,1.18353627505233e-94,2.75003107338944e-91
8,APOE,1.64841792065327,-0.970185664363642,20.6521658892397,8.25762575421045e-94,1.67887853615291e-90
9,FBP1,1.49218825425079,-0.895730356562973,19.7081738994706,9.98842462068609e-86,1.80513029394955e-82
10,MRC1,1.51996424864389,-0.671040022750881,18.5809592251108,1.51839418214375e-76,2.46966813725681e-73
11,SERPINA1,1.37408058209346,-0.672371378450502,17.7352325503372,5.40125171630028e-70,7.98648719687492e-67
12,GRN,1.57045135621616,0.280110108412196,17.5708374334209,9.3785005451538e-69,1.27117759472439e-65
13,C1QC,1.29614627941235,-1.06508265540921,17.2132852542633,4.26786817704853e-66,5.27218318352656e-63
14,MSR1,1.13112338794218,-1.21087913579444,17.2096640141643,4.5379996661157e-66,5.27218318352656e-63
15,TYROBP,1.31400916465154,0.931536436521013,17.0807959528317,3.99836393646128e-65,4.33555929510284e-62
16,CTSD,1.66216557192184,-0.172329436870842,16.9658828593248,2.74684248478127e-64,2.79233706343546e-61
17,LGALS3BP,0.93348120338618,-1.33979700861476,16.9242120786731,5.50808389046114e-64,5.26994026343238e-61
18,MS4A7,1.4306116161417,-0.405508811723695,16.8618170821876,1.55637665238603e-63,1.40635923616993e-60
