,Set,N,DE,P.DE,FDR
1,pulmonary_fibrosis_ctd,85,1,0.0649757672308438,0.324878836154219
2,fibrosis_transcriptional_signature,104,0,1,1
3,REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,60,0,1,1
4,WP_LUNG_FIBROSIS,50,0,1,1
5,WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS,12,0,1,1
