,Set,NGenes,Direction,PValue,FDR
1,fibrosis_transcriptional_signature,17,Up,0.0303608772498301,0.0958219810952309
2,pulmonary_fibrosis_ctd,60,Down,0.0383287924380924,0.0958219810952309
3,WP_LUNG_FIBROSIS,37,Down,0.0670644770169438,0.111774128361573
4,WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS,8,Up,0.429306991717281,0.536633739646601
5,REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,57,Down,0.729912047387947,0.729912047387947
